oblast,week_start,week_end,building_type,damaged_buildings
Khmelnytska,2026-06-01,2026-06-07,Total,1
Kyiv,2026-06-01,2026-06-07,"Cultural facilities (museum, theater etc.)",1
Kyiv,2026-06-01,2026-06-07,"Education facility (school, etc.)",11
Kyiv,2026-06-01,2026-06-07,Electricity supply system,1
Kyiv,2026-06-01,2026-06-07,Fuel depot,1
Kyiv,2026-06-01,2026-06-07,"Health facility (hospital, health clinic)",5
Kyiv,2026-06-01,2026-06-07,Heating and water facility,1
Kyiv,2026-06-01,2026-06-07,Industrial/Business/Enterprise facilities,7
Kyiv,2026-06-01,2026-06-07,Other,1
Kyiv,2026-06-01,2026-06-07,Total,30
Kyiv,2026-06-01,2026-06-07,Warehouse,2
Kyivska,2026-06-01,2026-06-07,Electricity supply system,1
Kyivska,2026-06-01,2026-06-07,Gas supply system,1
Kyivska,2026-06-01,2026-06-07,Government facilities,1
Kyivska,2026-06-01,2026-06-07,Heating and water facility,1
Kyivska,2026-06-01,2026-06-07,Industrial/Business/Enterprise facilities,1
Kyivska,2026-06-01,2026-06-07,Total,6
Kyivska,2026-06-01,2026-06-07,Warehouse,1
Mykolaivska,2026-06-01,2026-06-07,Total,1
Mykolaivska,2026-06-01,2026-06-07,Warehouse,1
Odeska,2026-06-01,2026-06-07,Gas supply system,2
Odeska,2026-06-01,2026-06-07,Government facilities,2
Odeska,2026-06-01,2026-06-07,"Health facility (hospital, health clinic)",1
Odeska,2026-06-01,2026-06-07,Heating and water facility,1
Odeska,2026-06-01,2026-06-07,Religious facilities,1
Odeska,2026-06-01,2026-06-07,Total,9
Odeska,2026-06-01,2026-06-07,Warehouse,2
Poltavska,2026-06-01,2026-06-07,Industrial/Business/Enterprise facilities,2
Poltavska,2026-06-01,2026-06-07,Total,2
Sumska,2026-06-01,2026-06-07,"Education facility (school, etc.)",1
Sumska,2026-06-01,2026-06-07,Electricity supply system,1
Sumska,2026-06-01,2026-06-07,Fuel depot,1
Sumska,2026-06-01,2026-06-07,Gas supply system,1
Sumska,2026-06-01,2026-06-07,Government facilities,2
Sumska,2026-06-01,2026-06-07,"Health facility (hospital, health clinic)",1
Sumska,2026-06-01,2026-06-07,Industrial/Business/Enterprise facilities,3
Sumska,2026-06-01,2026-06-07,Other,1
Sumska,2026-06-01,2026-06-07,Total,11
Zaporizka,2026-06-01,2026-06-07,"Cultural facilities (museum, theater etc.)",1
Zaporizka,2026-06-01,2026-06-07,"Education facility (school, etc.)",1
Zaporizka,2026-06-01,2026-06-07,Fuel depot,2
Zaporizka,2026-06-01,2026-06-07,Industrial/Business/Enterprise facilities,5
Zaporizka,2026-06-01,2026-06-07,Other,1
Zaporizka,2026-06-01,2026-06-07,Religious facilities,1
Zaporizka,2026-06-01,2026-06-07,Telecommunications,1
Zaporizka,2026-06-01,2026-06-07,Total,12
Autonomous Republic of Crimea,2026-05-25,2026-05-31,Oil depot,1
Autonomous Republic of Crimea,2026-05-25,2026-05-31,Railway,1
Autonomous Republic of Crimea,2026-05-25,2026-05-31,Total,2
Chernihivska,2026-05-25,2026-05-31,Agricultural facilities,2
Chernihivska,2026-05-25,2026-05-31,"Education facility (school, etc.)",1
Chernihivska,2026-05-25,2026-05-31,Industrial/Business/Enterprise facilities,4
Chernihivska,2026-05-25,2026-05-31,Other,1
Chernihivska,2026-05-25,2026-05-31,Religious facilities,1
Chernihivska,2026-05-25,2026-05-31,Total,9
Dnipropetrovska,2026-05-25,2026-05-31,"Education facility (school, etc.)",7
Dnipropetrovska,2026-05-25,2026-05-31,Electricity supply system,2
Dnipropetrovska,2026-05-25,2026-05-31,Fuel depot,2
Dnipropetrovska,2026-05-25,2026-05-31,Government facilities,1
Dnipropetrovska,2026-05-25,2026-05-31,"Health facility (hospital, health clinic)",1
Dnipropetrovska,2026-05-25,2026-05-31,Industrial/Business/Enterprise facilities,8
Dnipropetrovska,2026-05-25,2026-05-31,Road / Highway,1
Dnipropetrovska,2026-05-25,2026-05-31,Total,22
Donetska,2026-05-25,2026-05-31,"Cultural facilities (museum, theater etc.)",2
Donetska,2026-05-25,2026-05-31,"Education facility (school, etc.)",1
Donetska,2026-05-25,2026-05-31,Fuel depot,1
Donetska,2026-05-25,2026-05-31,Government facilities,2
Donetska,2026-05-25,2026-05-31,Industrial/Business/Enterprise facilities,3
Donetska,2026-05-25,2026-05-31,Other,1
Donetska,2026-05-25,2026-05-31,Total,11
Donetska,2026-05-25,2026-05-31,Warehouse,1
Kharkivska,2026-05-25,2026-05-31,Electricity supply system,1
Kharkivska,2026-05-25,2026-05-31,Industrial/Business/Enterprise facilities,2
Kharkivska,2026-05-25,2026-05-31,Other,1
Kharkivska,2026-05-25,2026-05-31,Total,4
Khersonska,2026-05-25,2026-05-31,"Cultural facilities (museum, theater etc.)",1
Khersonska,2026-05-25,2026-05-31,Government facilities,1
Khersonska,2026-05-25,2026-05-31,"Health facility (hospital, health clinic)",1
Khersonska,2026-05-25,2026-05-31,Other,1
Khersonska,2026-05-25,2026-05-31,Total,4
Mykolaivska,2026-05-25,2026-05-31,Government facilities,1
Mykolaivska,2026-05-25,2026-05-31,Total,1
Odeska,2026-05-25,2026-05-31,"Education facility (school, etc.)",1
Odeska,2026-05-25,2026-05-31,Industrial/Business/Enterprise facilities,2
Odeska,2026-05-25,2026-05-31,Other,1
Odeska,2026-05-25,2026-05-31,Total,4
Rivnenska,2026-05-25,2026-05-31,Industrial/Business/Enterprise facilities,1
Rivnenska,2026-05-25,2026-05-31,Total,1
Sumska,2026-05-25,2026-05-31,"Education facility (school, etc.)",3
Sumska,2026-05-25,2026-05-31,Fuel depot,2
Sumska,2026-05-25,2026-05-31,Government facilities,1
Sumska,2026-05-25,2026-05-31,Railway,1
Sumska,2026-05-25,2026-05-31,Total,7
Zaporizka,2026-05-25,2026-05-31,"Education facility (school, etc.)",1
Zaporizka,2026-05-25,2026-05-31,Industrial/Business/Enterprise facilities,1
Zaporizka,2026-05-25,2026-05-31,Total,2
Cherkaska,2026-05-18,2026-05-24,Agricultural facilities,1
Cherkaska,2026-05-18,2026-05-24,Total,1
Chernihivska,2026-05-18,2026-05-24,Agricultural facilities,1
Chernihivska,2026-05-18,2026-05-24,"Education facility (school, etc.)",1
Chernihivska,2026-05-18,2026-05-24,"Health facility (hospital, health clinic)",1
Chernihivska,2026-05-18,2026-05-24,Industrial/Business/Enterprise facilities,23
Chernihivska,2026-05-18,2026-05-24,Total,27
Chernihivska,2026-05-18,2026-05-24,Warehouse,1
Dnipropetrovska,2026-05-18,2026-05-24,"Education facility (school, etc.)",9
Dnipropetrovska,2026-05-18,2026-05-24,Fuel depot,3
Dnipropetrovska,2026-05-18,2026-05-24,Government facilities,5
Dnipropetrovska,2026-05-18,2026-05-24,"Health facility (hospital, health clinic)",4
Dnipropetrovska,2026-05-18,2026-05-24,Industrial/Business/Enterprise facilities,8
Dnipropetrovska,2026-05-18,2026-05-24,Other,1
Dnipropetrovska,2026-05-18,2026-05-24,Religious facilities,1
Dnipropetrovska,2026-05-18,2026-05-24,Total,34
Dnipropetrovska,2026-05-18,2026-05-24,Warehouse,2
Dnipropetrovska,2026-05-18,2026-05-24,Water supply system,1
Donetska,2026-05-18,2026-05-24,"Education facility (school, etc.)",2
Donetska,2026-05-18,2026-05-24,Total,2
Kharkivska,2026-05-18,2026-05-24,"Cultural facilities (museum, theater etc.)",1
Kharkivska,2026-05-18,2026-05-24,"Education facility (school, etc.)",1
Kharkivska,2026-05-18,2026-05-24,Electricity supply system,2
Kharkivska,2026-05-18,2026-05-24,Fuel depot,2
Kharkivska,2026-05-18,2026-05-24,Gas supply system,1
Kharkivska,2026-05-18,2026-05-24,Government facilities,2
Kharkivska,2026-05-18,2026-05-24,Industrial/Business/Enterprise facilities,5
Kharkivska,2026-05-18,2026-05-24,Other,1
Kharkivska,2026-05-18,2026-05-24,Road / Highway,1
Kharkivska,2026-05-18,2026-05-24,Total,19
Kharkivska,2026-05-18,2026-05-24,Warehouse,3
Khersonska,2026-05-18,2026-05-24,"Health facility (hospital, health clinic)",1
Khersonska,2026-05-18,2026-05-24,Total,1
Kyiv,2026-05-18,2026-05-24,"Cultural facilities (museum, theater etc.)",11
Kyiv,2026-05-18,2026-05-24,"Education facility (school, etc.)",4
Kyiv,2026-05-18,2026-05-24,Government facilities,4
Kyiv,2026-05-18,2026-05-24,Industrial/Business/Enterprise facilities,17
Kyiv,2026-05-18,2026-05-24,Other,1
Kyiv,2026-05-18,2026-05-24,Total,38
Kyiv,2026-05-18,2026-05-24,Warehouse,1
Kyivska,2026-05-18,2026-05-24,Industrial/Business/Enterprise facilities,2
Kyivska,2026-05-18,2026-05-24,Total,3
Kyivska,2026-05-18,2026-05-24,Warehouse,1
Odeska,2026-05-18,2026-05-24,"Education facility (school, etc.)",2
Odeska,2026-05-18,2026-05-24,Harbor,1
Odeska,2026-05-18,2026-05-24,Other,1
Odeska,2026-05-18,2026-05-24,Total,6
Odeska,2026-05-18,2026-05-24,Warehouse,2
Poltavska,2026-05-18,2026-05-24,Government facilities,1
Poltavska,2026-05-18,2026-05-24,Industrial/Business/Enterprise facilities,1
Poltavska,2026-05-18,2026-05-24,Total,2
Sumska,2026-05-18,2026-05-24,"Cultural facilities (museum, theater etc.)",1
Sumska,2026-05-18,2026-05-24,"Education facility (school, etc.)",1
Sumska,2026-05-18,2026-05-24,Government facilities,7
Sumska,2026-05-18,2026-05-24,"Health facility (hospital, health clinic)",1
Sumska,2026-05-18,2026-05-24,Industrial/Business/Enterprise facilities,2
Sumska,2026-05-18,2026-05-24,Total,12
Zaporizka,2026-05-18,2026-05-24,Electricity supply system,1
Zaporizka,2026-05-18,2026-05-24,Industrial/Business/Enterprise facilities,1
Zaporizka,2026-05-18,2026-05-24,Railway,1
Zaporizka,2026-05-18,2026-05-24,Total,3
Cherkaska,2026-05-11,2026-05-17,Industrial/Business/Enterprise facilities,1
Cherkaska,2026-05-11,2026-05-17,Total,1
Chernihivska,2026-05-11,2026-05-17,Agricultural facilities,1
Chernihivska,2026-05-11,2026-05-17,Electricity supply system,2
Chernihivska,2026-05-11,2026-05-17,Government facilities,1
Chernihivska,2026-05-11,2026-05-17,Industrial/Business/Enterprise facilities,4
Chernihivska,2026-05-11,2026-05-17,Total,8
Dnipropetrovska,2026-05-11,2026-05-17,"Education facility (school, etc.)",1
Dnipropetrovska,2026-05-11,2026-05-17,Fuel depot,4
Dnipropetrovska,2026-05-11,2026-05-17,Gas supply system,1
Dnipropetrovska,2026-05-11,2026-05-17,Government facilities,3
Dnipropetrovska,2026-05-11,2026-05-17,Industrial/Business/Enterprise facilities,6
Dnipropetrovska,2026-05-11,2026-05-17,Religious facilities,1
Dnipropetrovska,2026-05-11,2026-05-17,Total,16
Donetska,2026-05-11,2026-05-17,Industrial/Business/Enterprise facilities,1
Donetska,2026-05-11,2026-05-17,Total,1
Ivano-Frankivska,2026-05-11,2026-05-17,"Education facility (school, etc.)",1
Ivano-Frankivska,2026-05-11,2026-05-17,Electricity supply system,1
Ivano-Frankivska,2026-05-11,2026-05-17,Government facilities,1
Ivano-Frankivska,2026-05-11,2026-05-17,"Health facility (hospital, health clinic)",1
Ivano-Frankivska,2026-05-11,2026-05-17,Industrial/Business/Enterprise facilities,1
Ivano-Frankivska,2026-05-11,2026-05-17,Total,5
Kharkivska,2026-05-11,2026-05-17,"Education facility (school, etc.)",1
Kharkivska,2026-05-11,2026-05-17,Electricity supply system,5
Kharkivska,2026-05-11,2026-05-17,Government facilities,2
Kharkivska,2026-05-11,2026-05-17,"Health facility (hospital, health clinic)",1
Kharkivska,2026-05-11,2026-05-17,Industrial/Business/Enterprise facilities,2
Kharkivska,2026-05-11,2026-05-17,Other,7
Kharkivska,2026-05-11,2026-05-17,Railway,1
Kharkivska,2026-05-11,2026-05-17,Total,20
Kharkivska,2026-05-11,2026-05-17,Warehouse,1
Kyiv,2026-05-11,2026-05-17,Electricity supply system,2
Kyiv,2026-05-11,2026-05-17,Industrial/Business/Enterprise facilities,2
Kyiv,2026-05-11,2026-05-17,Total,6
Kyiv,2026-05-11,2026-05-17,Warehouse,2
Kyivska,2026-05-11,2026-05-17,Gas supply system,1
Kyivska,2026-05-11,2026-05-17,Industrial/Business/Enterprise facilities,2
Kyivska,2026-05-11,2026-05-17,Total,4
Kyivska,2026-05-11,2026-05-17,Warehouse,1
Lvivska,2026-05-11,2026-05-17,Industrial/Business/Enterprise facilities,1
Lvivska,2026-05-11,2026-05-17,Total,1
Mykolaivska,2026-05-11,2026-05-17,Government facilities,1
Mykolaivska,2026-05-11,2026-05-17,Total,1
Odeska,2026-05-11,2026-05-17,Electricity supply system,1
Odeska,2026-05-11,2026-05-17,Total,2
Odeska,2026-05-11,2026-05-17,Warehouse,1
Poltavska,2026-05-11,2026-05-17,"Education facility (school, etc.)",1
Poltavska,2026-05-11,2026-05-17,Electricity supply system,1
Poltavska,2026-05-11,2026-05-17,Industrial/Business/Enterprise facilities,2
Poltavska,2026-05-11,2026-05-17,Total,4
Sumska,2026-05-11,2026-05-17,"Education facility (school, etc.)",2
Sumska,2026-05-11,2026-05-17,Total,2
Volynska,2026-05-11,2026-05-17,"Education facility (school, etc.)",2
Volynska,2026-05-11,2026-05-17,Railway,1
Volynska,2026-05-11,2026-05-17,Total,3
Zakarpatska,2026-05-11,2026-05-17,Railway,3
Zakarpatska,2026-05-11,2026-05-17,Total,3
Zaporizka,2026-05-11,2026-05-17,Agricultural facilities,1
Zaporizka,2026-05-11,2026-05-17,Fuel depot,1
Zaporizka,2026-05-11,2026-05-17,Industrial/Business/Enterprise facilities,2
Zaporizka,2026-05-11,2026-05-17,Total,4
Chernihivska,2026-05-04,2026-05-10,Agricultural facilities,1
Chernihivska,2026-05-04,2026-05-10,"Education facility (school, etc.)",3
Chernihivska,2026-05-04,2026-05-10,Government facilities,2
Chernihivska,2026-05-04,2026-05-10,Industrial/Business/Enterprise facilities,1
Chernihivska,2026-05-04,2026-05-10,Other,1
Chernihivska,2026-05-04,2026-05-10,Total,9
Chernihivska,2026-05-04,2026-05-10,Warehouse,1
Dnipropetrovska,2026-05-04,2026-05-10,"Cultural facilities (museum, theater etc.)",2
Dnipropetrovska,2026-05-04,2026-05-10,"Education facility (school, etc.)",2
Dnipropetrovska,2026-05-04,2026-05-10,Fuel depot,3
Dnipropetrovska,2026-05-04,2026-05-10,Government facilities,2
Dnipropetrovska,2026-05-04,2026-05-10,"Health facility (hospital, health clinic)",1
Dnipropetrovska,2026-05-04,2026-05-10,Industrial/Business/Enterprise facilities,17
Dnipropetrovska,2026-05-04,2026-05-10,Other,1
Dnipropetrovska,2026-05-04,2026-05-10,Religious facilities,1
Dnipropetrovska,2026-05-04,2026-05-10,Total,29
Donetska,2026-05-04,2026-05-10,Government facilities,4
Donetska,2026-05-04,2026-05-10,Other,2
Donetska,2026-05-04,2026-05-10,Total,6
Kharkivska,2026-05-04,2026-05-10,"Education facility (school, etc.)",4
Kharkivska,2026-05-04,2026-05-10,Electricity supply system,1
Kharkivska,2026-05-04,2026-05-10,Government facilities,2
Kharkivska,2026-05-04,2026-05-10,"Health facility (hospital, health clinic)",2
Kharkivska,2026-05-04,2026-05-10,Industrial/Business/Enterprise facilities,10
Kharkivska,2026-05-04,2026-05-10,Railway,2
Kharkivska,2026-05-04,2026-05-10,Total,22
Kharkivska,2026-05-04,2026-05-10,Warehouse,1
Khersonska,2026-05-04,2026-05-10,Government facilities,1
Khersonska,2026-05-04,2026-05-10,Total,1
Kyivska,2026-05-04,2026-05-10,Fuel depot,1
Kyivska,2026-05-04,2026-05-10,Industrial/Business/Enterprise facilities,1
Kyivska,2026-05-04,2026-05-10,Total,2
Mykolaivska,2026-05-04,2026-05-10,Industrial/Business/Enterprise facilities,1
Mykolaivska,2026-05-04,2026-05-10,Total,1
Odeska,2026-05-04,2026-05-10,Agricultural facilities,1
Odeska,2026-05-04,2026-05-10,Total,1
Poltavska,2026-05-04,2026-05-10,Electricity supply system,1
Poltavska,2026-05-04,2026-05-10,Industrial/Business/Enterprise facilities,1
Poltavska,2026-05-04,2026-05-10,Railway,1
Poltavska,2026-05-04,2026-05-10,Total,4
Poltavska,2026-05-04,2026-05-10,Warehouse,1
Sumska,2026-05-04,2026-05-10,Agricultural facilities,1
Sumska,2026-05-04,2026-05-10,"Education facility (school, etc.)",1
Sumska,2026-05-04,2026-05-10,"Health facility (hospital, health clinic)",1
Sumska,2026-05-04,2026-05-10,Industrial/Business/Enterprise facilities,1
Sumska,2026-05-04,2026-05-10,Other,2
Sumska,2026-05-04,2026-05-10,Total,7
Sumska,2026-05-04,2026-05-10,Warehouse,1
Zaporizka,2026-05-04,2026-05-10,"Education facility (school, etc.)",2
Zaporizka,2026-05-04,2026-05-10,Fuel depot,1
Zaporizka,2026-05-04,2026-05-10,"Health facility (hospital, health clinic)",1
Zaporizka,2026-05-04,2026-05-10,Industrial/Business/Enterprise facilities,5
Zaporizka,2026-05-04,2026-05-10,Religious facilities,1
Zaporizka,2026-05-04,2026-05-10,Total,10
Cherkaska,2026-04-27,2026-05-03,"Education facility (school, etc.)",2
Cherkaska,2026-04-27,2026-05-03,Electricity supply system,1
Cherkaska,2026-04-27,2026-05-03,Total,3
Chernihivska,2026-04-27,2026-05-03,Government facilities,1
Chernihivska,2026-04-27,2026-05-03,"Health facility (hospital, health clinic)",1
Chernihivska,2026-04-27,2026-05-03,Industrial/Business/Enterprise facilities,3
Chernihivska,2026-04-27,2026-05-03,Total,6
Chernihivska,2026-04-27,2026-05-03,Warehouse,1
Dnipropetrovska,2026-04-27,2026-05-03,"Cultural facilities (museum, theater etc.)",1
Dnipropetrovska,2026-04-27,2026-05-03,"Education facility (school, etc.)",5
Dnipropetrovska,2026-04-27,2026-05-03,Electricity supply system,1
Dnipropetrovska,2026-04-27,2026-05-03,Fuel depot,3
Dnipropetrovska,2026-04-27,2026-05-03,Government facilities,4
Dnipropetrovska,2026-04-27,2026-05-03,"Health facility (hospital, health clinic)",2
Dnipropetrovska,2026-04-27,2026-05-03,Industrial/Business/Enterprise facilities,10
Dnipropetrovska,2026-04-27,2026-05-03,Other,1
Dnipropetrovska,2026-04-27,2026-05-03,Total,27
Donetska,2026-04-27,2026-05-03,Fuel depot,1
Donetska,2026-04-27,2026-05-03,Industrial/Business/Enterprise facilities,1
Donetska,2026-04-27,2026-05-03,Total,2
Kharkivska,2026-04-27,2026-05-03,Agricultural facilities,1
Kharkivska,2026-04-27,2026-05-03,Electricity supply system,2
Kharkivska,2026-04-27,2026-05-03,Fuel depot,7
Kharkivska,2026-04-27,2026-05-03,Gas supply system,1
Kharkivska,2026-04-27,2026-05-03,Government facilities,4
Kharkivska,2026-04-27,2026-05-03,"Health facility (hospital, health clinic)",1
Kharkivska,2026-04-27,2026-05-03,Industrial/Business/Enterprise facilities,4
Kharkivska,2026-04-27,2026-05-03,Total,20
Khersonska,2026-04-27,2026-05-03,"Education facility (school, etc.)",1
Khersonska,2026-04-27,2026-05-03,Electricity supply system,1
Khersonska,2026-04-27,2026-05-03,Fuel depot,1
Khersonska,2026-04-27,2026-05-03,"Health facility (hospital, health clinic)",1
Khersonska,2026-04-27,2026-05-03,Industrial/Business/Enterprise facilities,1
Khersonska,2026-04-27,2026-05-03,Total,5
Kyiv,2026-04-27,2026-05-03,"Education facility (school, etc.)",1
Kyiv,2026-04-27,2026-05-03,Other,1
Kyiv,2026-04-27,2026-05-03,Total,2
Odeska,2026-04-27,2026-05-03,"Cultural facilities (museum, theater etc.)",1
Odeska,2026-04-27,2026-05-03,"Education facility (school, etc.)",1
Odeska,2026-04-27,2026-05-03,Government facilities,1
Odeska,2026-04-27,2026-05-03,Harbor,1
Odeska,2026-04-27,2026-05-03,"Health facility (hospital, health clinic)",1
Odeska,2026-04-27,2026-05-03,Industrial/Business/Enterprise facilities,4
Odeska,2026-04-27,2026-05-03,Total,10
Odeska,2026-04-27,2026-05-03,Warehouse,1
Poltavska,2026-04-27,2026-05-03,Railway,1
Poltavska,2026-04-27,2026-05-03,Total,1
Sumska,2026-04-27,2026-05-03,"Education facility (school, etc.)",3
Sumska,2026-04-27,2026-05-03,Government facilities,1
Sumska,2026-04-27,2026-05-03,"Health facility (hospital, health clinic)",2
Sumska,2026-04-27,2026-05-03,Industrial/Business/Enterprise facilities,3
Sumska,2026-04-27,2026-05-03,Other,1
Sumska,2026-04-27,2026-05-03,Road / Highway,1
Sumska,2026-04-27,2026-05-03,Total,11
Ternopilska,2026-04-27,2026-05-03,Industrial/Business/Enterprise facilities,1
Ternopilska,2026-04-27,2026-05-03,Total,1
Vinnytska,2026-04-27,2026-05-03,Government facilities,1
Vinnytska,2026-04-27,2026-05-03,"Health facility (hospital, health clinic)",1
Vinnytska,2026-04-27,2026-05-03,Industrial/Business/Enterprise facilities,2
Vinnytska,2026-04-27,2026-05-03,Religious facilities,1
Vinnytska,2026-04-27,2026-05-03,Total,5
Zaporizka,2026-04-27,2026-05-03,Agricultural facilities,1
Zaporizka,2026-04-27,2026-05-03,Total,1
Chernihivska,2026-04-20,2026-04-26,Agricultural facilities,4
Chernihivska,2026-04-20,2026-04-26,"Cultural facilities (museum, theater etc.)",1
Chernihivska,2026-04-20,2026-04-26,Electricity supply system,1
Chernihivska,2026-04-20,2026-04-26,Government facilities,3
Chernihivska,2026-04-20,2026-04-26,"Health facility (hospital, health clinic)",1
Chernihivska,2026-04-20,2026-04-26,Heating and water facility,1
Chernihivska,2026-04-20,2026-04-26,Industrial/Business/Enterprise facilities,4
Chernihivska,2026-04-20,2026-04-26,Other,1
Chernihivska,2026-04-20,2026-04-26,Religious facilities,1
Chernihivska,2026-04-20,2026-04-26,Total,20
Chernihivska,2026-04-20,2026-04-26,Warehouse,1
Chernihivska,2026-04-20,2026-04-26,Water supply system,2
Dnipropetrovska,2026-04-20,2026-04-26,Agricultural facilities,1
