oblast,week_start,week_end,building_type,damaged_buildings
Kharkivska,2025-10-27,2025-11-02,Railway,2
Kharkivska,2025-10-27,2025-11-02,Total,16
Kharkivska,2025-10-27,2025-11-02,Warehouse,1
Kharkivska,2025-10-27,2025-11-02,Water supply system,1
Khersonska,2025-10-27,2025-11-02,Agricultural facilities,1
Khersonska,2025-10-27,2025-11-02,"Education facility (school, etc.)",1
Khersonska,2025-10-27,2025-11-02,Electricity supply system,1
Khersonska,2025-10-27,2025-11-02,Government facilities,2
Khersonska,2025-10-27,2025-11-02,"Health facility (hospital, health clinic)",2
Khersonska,2025-10-27,2025-11-02,Industrial/Business/Enterprise facilities,2
Khersonska,2025-10-27,2025-11-02,Total,9
Kyivska,2025-10-27,2025-11-02,Industrial/Business/Enterprise facilities,6
Kyivska,2025-10-27,2025-11-02,Total,6
Lvivska,2025-10-27,2025-11-02,Heating and water facility,1
Lvivska,2025-10-27,2025-11-02,Industrial/Business/Enterprise facilities,1
Lvivska,2025-10-27,2025-11-02,Total,2
Mykolaivska,2025-10-27,2025-11-02,"Education facility (school, etc.)",2
Mykolaivska,2025-10-27,2025-11-02,Electricity supply system,1
Mykolaivska,2025-10-27,2025-11-02,Fuel depot,1
Mykolaivska,2025-10-27,2025-11-02,Total,4
Poltavska,2025-10-27,2025-11-02,Gas supply system,1
Poltavska,2025-10-27,2025-11-02,Total,1
Sumska,2025-10-27,2025-11-02,Electricity supply system,2
Sumska,2025-10-27,2025-11-02,Fuel depot,1
Sumska,2025-10-27,2025-11-02,Government facilities,2
Sumska,2025-10-27,2025-11-02,Industrial/Business/Enterprise facilities,1
Sumska,2025-10-27,2025-11-02,Railway,1
Sumska,2025-10-27,2025-11-02,Road / Highway,1
Sumska,2025-10-27,2025-11-02,Total,8
Vinnytska,2025-10-27,2025-11-02,Heating and water facility,1
Vinnytska,2025-10-27,2025-11-02,Total,1
Zaporizka,2025-10-27,2025-11-02,"Education facility (school, etc.)",2
Zaporizka,2025-10-27,2025-11-02,Total,2
Cherkaska,2025-10-20,2025-10-26,Electricity supply system,1
Cherkaska,2025-10-20,2025-10-26,Other,1
Cherkaska,2025-10-20,2025-10-26,Total,2
Chernihivska,2025-10-20,2025-10-26,"Education facility (school, etc.)",1
Chernihivska,2025-10-20,2025-10-26,Electricity supply system,2
Chernihivska,2025-10-20,2025-10-26,Government facilities,1
Chernihivska,2025-10-20,2025-10-26,"Health facility (hospital, health clinic)",2
Chernihivska,2025-10-20,2025-10-26,Heating and water facility,1
Chernihivska,2025-10-20,2025-10-26,Industrial/Business/Enterprise facilities,3
Chernihivska,2025-10-20,2025-10-26,Railway,2
Chernihivska,2025-10-20,2025-10-26,Telecommunications,1
Chernihivska,2025-10-20,2025-10-26,Total,14
Chernihivska,2025-10-20,2025-10-26,Warehouse,1
Dnipropetrovska,2025-10-20,2025-10-26,Agricultural facilities,3
Dnipropetrovska,2025-10-20,2025-10-26,"Cultural facilities (museum, theater etc.)",2
Dnipropetrovska,2025-10-20,2025-10-26,"Education facility (school, etc.)",2
Dnipropetrovska,2025-10-20,2025-10-26,Electricity supply system,4
Dnipropetrovska,2025-10-20,2025-10-26,Fuel depot,1
Dnipropetrovska,2025-10-20,2025-10-26,Gas supply system,9
Dnipropetrovska,2025-10-20,2025-10-26,"Health facility (hospital, health clinic)",1
Dnipropetrovska,2025-10-20,2025-10-26,Industrial/Business/Enterprise facilities,8
Dnipropetrovska,2025-10-20,2025-10-26,Total,30
Donetska,2025-10-20,2025-10-26,"Education facility (school, etc.)",5
Donetska,2025-10-20,2025-10-26,Fuel depot,3
Donetska,2025-10-20,2025-10-26,Gas supply system,1
Donetska,2025-10-20,2025-10-26,Government facilities,2
Donetska,2025-10-20,2025-10-26,"Health facility (hospital, health clinic)",2
Donetska,2025-10-20,2025-10-26,Industrial/Business/Enterprise facilities,12
Donetska,2025-10-20,2025-10-26,Railway,1
Donetska,2025-10-20,2025-10-26,Total,28
Donetska,2025-10-20,2025-10-26,Warehouse,2
Kharkivska,2025-10-20,2025-10-26,"Cultural facilities (museum, theater etc.)",10
Kharkivska,2025-10-20,2025-10-26,"Education facility (school, etc.)",2
Kharkivska,2025-10-20,2025-10-26,Electricity supply system,6
Kharkivska,2025-10-20,2025-10-26,Energy Infrastructure (unknown type),1
Kharkivska,2025-10-20,2025-10-26,Gas supply system,3
Kharkivska,2025-10-20,2025-10-26,Government facilities,2
Kharkivska,2025-10-20,2025-10-26,Industrial/Business/Enterprise facilities,13
Kharkivska,2025-10-20,2025-10-26,Railway,5
Kharkivska,2025-10-20,2025-10-26,Road / Highway,1
Kharkivska,2025-10-20,2025-10-26,Total,50
Kharkivska,2025-10-20,2025-10-26,Warehouse,7
Khersonska,2025-10-20,2025-10-26,"Education facility (school, etc.)",2
Khersonska,2025-10-20,2025-10-26,Road / Highway,2
Khersonska,2025-10-20,2025-10-26,Total,4
Kirovohradska,2025-10-20,2025-10-26,Industrial/Business/Enterprise facilities,1
Kirovohradska,2025-10-20,2025-10-26,Railway,1
Kirovohradska,2025-10-20,2025-10-26,Total,2
Kyiv,2025-10-20,2025-10-26,"Cultural facilities (museum, theater etc.)",2
Kyiv,2025-10-20,2025-10-26,"Education facility (school, etc.)",8
Kyiv,2025-10-20,2025-10-26,Gas supply system,1
Kyiv,2025-10-20,2025-10-26,Government facilities,1
Kyiv,2025-10-20,2025-10-26,"Health facility (hospital, health clinic)",1
Kyiv,2025-10-20,2025-10-26,Industrial/Business/Enterprise facilities,9
Kyiv,2025-10-20,2025-10-26,Religious facilities,1
Kyiv,2025-10-20,2025-10-26,Total,26
Kyiv,2025-10-20,2025-10-26,Warehouse,3
Kyivska,2025-10-20,2025-10-26,"Education facility (school, etc.)",4
Kyivska,2025-10-20,2025-10-26,Fuel depot,1
Kyivska,2025-10-20,2025-10-26,Railway,1
Kyivska,2025-10-20,2025-10-26,Total,6
Mykolaivska,2025-10-20,2025-10-26,Electricity supply system,1
Mykolaivska,2025-10-20,2025-10-26,Total,1
Odeska,2025-10-20,2025-10-26,Harbor,2
Odeska,2025-10-20,2025-10-26,Total,2
Poltavska,2025-10-20,2025-10-26,Oil depot,1
Poltavska,2025-10-20,2025-10-26,Total,1
Sumska,2025-10-20,2025-10-26,Bridge,1
Sumska,2025-10-20,2025-10-26,Electricity supply system,1
Sumska,2025-10-20,2025-10-26,Railway,2
Sumska,2025-10-20,2025-10-26,Road / Highway,2
Sumska,2025-10-20,2025-10-26,Total,6
Zaporizka,2025-10-20,2025-10-26,"Education facility (school, etc.)",1
Zaporizka,2025-10-20,2025-10-26,Electricity supply system,2
Zaporizka,2025-10-20,2025-10-26,Gas supply system,1
Zaporizka,2025-10-20,2025-10-26,Industrial/Business/Enterprise facilities,1
Zaporizka,2025-10-20,2025-10-26,Total,5
Autonomous Republic of Crimea,2025-10-13,2025-10-19,Electricity supply system,1
Autonomous Republic of Crimea,2025-10-13,2025-10-19,Fuel depot,1
Autonomous Republic of Crimea,2025-10-13,2025-10-19,Oil depot,1
Autonomous Republic of Crimea,2025-10-13,2025-10-19,Power plant,3
Autonomous Republic of Crimea,2025-10-13,2025-10-19,Total,6
Chernihivska,2025-10-13,2025-10-19,Electricity supply system,1
Chernihivska,2025-10-13,2025-10-19,Fuel depot,1
Chernihivska,2025-10-13,2025-10-19,Industrial/Business/Enterprise facilities,8
Chernihivska,2025-10-13,2025-10-19,Oil depot,1
Chernihivska,2025-10-13,2025-10-19,Total,11
Dnipropetrovska,2025-10-13,2025-10-19,Agricultural facilities,6
Dnipropetrovska,2025-10-13,2025-10-19,"Cultural facilities (museum, theater etc.)",2
Dnipropetrovska,2025-10-13,2025-10-19,"Education facility (school, etc.)",1
Dnipropetrovska,2025-10-13,2025-10-19,Electricity supply system,5
Dnipropetrovska,2025-10-13,2025-10-19,Gas supply system,2
Dnipropetrovska,2025-10-13,2025-10-19,"Health facility (hospital, health clinic)",1
Dnipropetrovska,2025-10-13,2025-10-19,Industrial/Business/Enterprise facilities,12
Dnipropetrovska,2025-10-13,2025-10-19,Total,29
Donetska,2025-10-13,2025-10-19,Agricultural facilities,1
Donetska,2025-10-13,2025-10-19,"Education facility (school, etc.)",10
Donetska,2025-10-13,2025-10-19,Gas supply system,5
Donetska,2025-10-13,2025-10-19,Government facilities,5
Donetska,2025-10-13,2025-10-19,"Health facility (hospital, health clinic)",2
Donetska,2025-10-13,2025-10-19,Industrial/Business/Enterprise facilities,11
Donetska,2025-10-13,2025-10-19,Religious facilities,1
Donetska,2025-10-13,2025-10-19,Road / Highway,1
Donetska,2025-10-13,2025-10-19,Total,36
Kharkivska,2025-10-13,2025-10-19,Agricultural facilities,3
Kharkivska,2025-10-13,2025-10-19,"Cultural facilities (museum, theater etc.)",1
Kharkivska,2025-10-13,2025-10-19,"Education facility (school, etc.)",3
Kharkivska,2025-10-13,2025-10-19,Electricity supply system,4
Kharkivska,2025-10-13,2025-10-19,Government facilities,2
Kharkivska,2025-10-13,2025-10-19,"Health facility (hospital, health clinic)",1
Kharkivska,2025-10-13,2025-10-19,Industrial/Business/Enterprise facilities,3
Kharkivska,2025-10-13,2025-10-19,Railway,1
Kharkivska,2025-10-13,2025-10-19,Total,21
Kharkivska,2025-10-13,2025-10-19,Warehouse,3
Khersonska,2025-10-13,2025-10-19,"Cultural facilities (museum, theater etc.)",2
Khersonska,2025-10-13,2025-10-19,"Education facility (school, etc.)",1
Khersonska,2025-10-13,2025-10-19,Electricity supply system,3
Khersonska,2025-10-13,2025-10-19,Gas supply system,1
Khersonska,2025-10-13,2025-10-19,Government facilities,2
Khersonska,2025-10-13,2025-10-19,"Health facility (hospital, health clinic)",1
Khersonska,2025-10-13,2025-10-19,Industrial/Business/Enterprise facilities,2
Khersonska,2025-10-13,2025-10-19,Road / Highway,2
Khersonska,2025-10-13,2025-10-19,Telecommunications,1
Khersonska,2025-10-13,2025-10-19,Total,15
Mykolaivska,2025-10-13,2025-10-19,Total,1
Mykolaivska,2025-10-13,2025-10-19,Warehouse,1
Poltavska,2025-10-13,2025-10-19,Total,1
Poltavska,2025-10-13,2025-10-19,Warehouse,1
Sumska,2025-10-13,2025-10-19,Fuel depot,1
Sumska,2025-10-13,2025-10-19,Industrial/Business/Enterprise facilities,3
Sumska,2025-10-13,2025-10-19,Railway,1
Sumska,2025-10-13,2025-10-19,Total,5
Zaporizka,2025-10-13,2025-10-19,"Education facility (school, etc.)",1
Zaporizka,2025-10-13,2025-10-19,Government facilities,1
Zaporizka,2025-10-13,2025-10-19,Road / Highway,1
Zaporizka,2025-10-13,2025-10-19,Total,3
Autonomous Republic of Crimea,2025-10-06,2025-10-12,Fuel depot,1
Autonomous Republic of Crimea,2025-10-06,2025-10-12,Total,1
Cherkaska,2025-10-06,2025-10-12,"Cultural facilities (museum, theater etc.)",1
Cherkaska,2025-10-06,2025-10-12,"Education facility (school, etc.)",5
Cherkaska,2025-10-06,2025-10-12,Total,6
Chernihivska,2025-10-06,2025-10-12,Electricity supply system,1
Chernihivska,2025-10-06,2025-10-12,Fuel depot,2
Chernihivska,2025-10-06,2025-10-12,Government facilities,4
Chernihivska,2025-10-06,2025-10-12,"Health facility (hospital, health clinic)",2
Chernihivska,2025-10-06,2025-10-12,Industrial/Business/Enterprise facilities,4
Chernihivska,2025-10-06,2025-10-12,Oil depot,1
Chernihivska,2025-10-06,2025-10-12,Railway,2
Chernihivska,2025-10-06,2025-10-12,Total,18
Chernihivska,2025-10-06,2025-10-12,Warehouse,2
Dnipropetrovska,2025-10-06,2025-10-12,Agricultural facilities,4
Dnipropetrovska,2025-10-06,2025-10-12,"Cultural facilities (museum, theater etc.)",1
Dnipropetrovska,2025-10-06,2025-10-12,"Education facility (school, etc.)",6
Dnipropetrovska,2025-10-06,2025-10-12,Electricity supply system,5
Dnipropetrovska,2025-10-06,2025-10-12,Fuel depot,1
Dnipropetrovska,2025-10-06,2025-10-12,Gas supply system,2
Dnipropetrovska,2025-10-06,2025-10-12,Government facilities,2
Dnipropetrovska,2025-10-06,2025-10-12,Industrial/Business/Enterprise facilities,4
Dnipropetrovska,2025-10-06,2025-10-12,Religious facilities,1
Dnipropetrovska,2025-10-06,2025-10-12,Total,27
Dnipropetrovska,2025-10-06,2025-10-12,Warehouse,1
Donetska,2025-10-06,2025-10-12,Agricultural facilities,1
Donetska,2025-10-06,2025-10-12,Chemical storage unit,1
Donetska,2025-10-06,2025-10-12,"Cultural facilities (museum, theater etc.)",1
Donetska,2025-10-06,2025-10-12,"Education facility (school, etc.)",7
Donetska,2025-10-06,2025-10-12,Government facilities,2
Donetska,2025-10-06,2025-10-12,"Health facility (hospital, health clinic)",1
Donetska,2025-10-06,2025-10-12,Heating and water facility,2
Donetska,2025-10-06,2025-10-12,Industrial/Business/Enterprise facilities,13
Donetska,2025-10-06,2025-10-12,Other,1
Donetska,2025-10-06,2025-10-12,Railway,1
Donetska,2025-10-06,2025-10-12,Religious facilities,3
Donetska,2025-10-06,2025-10-12,Total,33
Kharkivska,2025-10-06,2025-10-12,Agricultural facilities,1
Kharkivska,2025-10-06,2025-10-12,"Cultural facilities (museum, theater etc.)",1
Kharkivska,2025-10-06,2025-10-12,"Education facility (school, etc.)",4
Kharkivska,2025-10-06,2025-10-12,Government facilities,2
Kharkivska,2025-10-06,2025-10-12,Industrial/Business/Enterprise facilities,4
Kharkivska,2025-10-06,2025-10-12,Total,14
Kharkivska,2025-10-06,2025-10-12,Warehouse,2
Kirovohradska,2025-10-06,2025-10-12,Total,1
Kirovohradska,2025-10-06,2025-10-12,Water supply system,1
Kyiv,2025-10-06,2025-10-12,Electricity supply system,1
Kyiv,2025-10-06,2025-10-12,Power plant,2
Kyiv,2025-10-06,2025-10-12,Total,3
Kyivska,2025-10-06,2025-10-12,Electricity supply system,1
Kyivska,2025-10-06,2025-10-12,Industrial/Business/Enterprise facilities,5
Kyivska,2025-10-06,2025-10-12,Total,6
Odeska,2025-10-06,2025-10-12,"Education facility (school, etc.)",2
Odeska,2025-10-06,2025-10-12,Gas supply system,1
Odeska,2025-10-06,2025-10-12,Government facilities,2
Odeska,2025-10-06,2025-10-12,Harbor,1
Odeska,2025-10-06,2025-10-12,Total,6
Poltavska,2025-10-06,2025-10-12,Electricity supply system,1
Poltavska,2025-10-06,2025-10-12,Government facilities,1
Poltavska,2025-10-06,2025-10-12,Railway,5
Poltavska,2025-10-06,2025-10-12,Road / Highway,2
Poltavska,2025-10-06,2025-10-12,Total,9
Sumska,2025-10-06,2025-10-12,"Education facility (school, etc.)",1
Sumska,2025-10-06,2025-10-12,Gas supply system,1
Sumska,2025-10-06,2025-10-12,Government facilities,3
Sumska,2025-10-06,2025-10-12,"Health facility (hospital, health clinic)",1
Sumska,2025-10-06,2025-10-12,Industrial/Business/Enterprise facilities,3
Sumska,2025-10-06,2025-10-12,Total,10
Sumska,2025-10-06,2025-10-12,Warehouse,1
Zaporizka,2025-10-06,2025-10-12,Gas supply system,1
Zaporizka,2025-10-06,2025-10-12,Government facilities,1
Zaporizka,2025-10-06,2025-10-12,Industrial/Business/Enterprise facilities,2
Zaporizka,2025-10-06,2025-10-12,Total,4
Autonomous Republic of Crimea,2025-09-29,2025-10-05,Railway,1
Autonomous Republic of Crimea,2025-09-29,2025-10-05,Total,1
Cherkaska,2025-09-29,2025-10-05,Electricity supply system,1
Cherkaska,2025-09-29,2025-10-05,Total,1
Chernihivska,2025-09-29,2025-10-05,"Cultural facilities (museum, theater etc.)",1
Chernihivska,2025-09-29,2025-10-05,Electricity supply system,2
Chernihivska,2025-09-29,2025-10-05,Fuel depot,1
Chernihivska,2025-09-29,2025-10-05,Government facilities,1
Chernihivska,2025-09-29,2025-10-05,Industrial/Business/Enterprise facilities,4
Chernihivska,2025-09-29,2025-10-05,Telecommunications,1
Chernihivska,2025-09-29,2025-10-05,Total,10
Dnipropetrovska,2025-09-29,2025-10-05,"Cultural facilities (museum, theater etc.)",2
Dnipropetrovska,2025-09-29,2025-10-05,"Education facility (school, etc.)",3
Dnipropetrovska,2025-09-29,2025-10-05,Electricity supply system,4
Dnipropetrovska,2025-09-29,2025-10-05,Gas supply system,3
Dnipropetrovska,2025-09-29,2025-10-05,Government facilities,1
Dnipropetrovska,2025-09-29,2025-10-05,"Health facility (hospital, health clinic)",3
Dnipropetrovska,2025-09-29,2025-10-05,Industrial/Business/Enterprise facilities,6
Dnipropetrovska,2025-09-29,2025-10-05,Total,23
Dnipropetrovska,2025-09-29,2025-10-05,Warehouse,1
Donetska,2025-09-29,2025-10-05,Agricultural facilities,3
Donetska,2025-09-29,2025-10-05,"Cultural facilities (museum, theater etc.)",1
Donetska,2025-09-29,2025-10-05,"Education facility (school, etc.)",3
Donetska,2025-09-29,2025-10-05,Electricity supply system,2
Donetska,2025-09-29,2025-10-05,Fuel depot,1
Donetska,2025-09-29,2025-10-05,Government facilities,2
Donetska,2025-09-29,2025-10-05,"Health facility (hospital, health clinic)",2
Donetska,2025-09-29,2025-10-05,Industrial/Business/Enterprise facilities,17
Donetska,2025-09-29,2025-10-05,Other,1
Donetska,2025-09-29,2025-10-05,Total,36
Donetska,2025-09-29,2025-10-05,Warehouse,4
Kharkivska,2025-09-29,2025-10-05,Agricultural facilities,1
Kharkivska,2025-09-29,2025-10-05,"Education facility (school, etc.)",2
Kharkivska,2025-09-29,2025-10-05,Electricity supply system,1
Kharkivska,2025-09-29,2025-10-05,Government facilities,1
Kharkivska,2025-09-29,2025-10-05,"Health facility (hospital, health clinic)",3
Kharkivska,2025-09-29,2025-10-05,Industrial/Business/Enterprise facilities,11
Kharkivska,2025-09-29,2025-10-05,Other,1
Kharkivska,2025-09-29,2025-10-05,Road / Highway,1
Kharkivska,2025-09-29,2025-10-05,Total,22
Kharkivska,2025-09-29,2025-10-05,Warehouse,1
Khersonska,2025-09-29,2025-10-05,Electricity supply system,1
Khersonska,2025-09-29,2025-10-05,"Health facility (hospital, health clinic)",1
Khersonska,2025-09-29,2025-10-05,Industrial/Business/Enterprise facilities,1
Khersonska,2025-09-29,2025-10-05,Religious facilities,2
Khersonska,2025-09-29,2025-10-05,Total,5
Kirovohradska,2025-09-29,2025-10-05,Electricity supply system,1
Kirovohradska,2025-09-29,2025-10-05,Total,1
Kyivska,2025-09-29,2025-10-05,Electricity supply system,1
Kyivska,2025-09-29,2025-10-05,Total,1
Lvivska,2025-09-29,2025-10-05,"Education facility (school, etc.)",2
Lvivska,2025-09-29,2025-10-05,Industrial/Business/Enterprise facilities,3
Lvivska,2025-09-29,2025-10-05,Religious facilities,1
Lvivska,2025-09-29,2025-10-05,Total,7
Lvivska,2025-09-29,2025-10-05,Warehouse,1
Mykolaivska,2025-09-29,2025-10-05,Electricity supply system,1
Mykolaivska,2025-09-29,2025-10-05,Total,1
Odeska,2025-09-29,2025-10-05,Railway,1
Odeska,2025-09-29,2025-10-05,Total,1
Poltavska,2025-09-29,2025-10-05,Gas supply system,1
Poltavska,2025-09-29,2025-10-05,Government facilities,1
Poltavska,2025-09-29,2025-10-05,Religious facilities,2
Poltavska,2025-09-29,2025-10-05,Total,4
Sumska,2025-09-29,2025-10-05,Agricultural facilities,3
Sumska,2025-09-29,2025-10-05,"Education facility (school, etc.)",4
Sumska,2025-09-29,2025-10-05,Electricity supply system,2
Sumska,2025-09-29,2025-10-05,Fuel depot,1
Sumska,2025-09-29,2025-10-05,Gas supply system,1
Sumska,2025-09-29,2025-10-05,Government facilities,1
Sumska,2025-09-29,2025-10-05,Industrial/Business/Enterprise facilities,1
Sumska,2025-09-29,2025-10-05,Railway,2
Sumska,2025-09-29,2025-10-05,Total,17
Sumska,2025-09-29,2025-10-05,Warehouse,1
Sumska,2025-09-29,2025-10-05,Water supply system,1
Zaporizka,2025-09-29,2025-10-05,Electricity supply system,1
Zaporizka,2025-09-29,2025-10-05,Gas supply system,1
Zaporizka,2025-09-29,2025-10-05,Industrial/Business/Enterprise facilities,2
Zaporizka,2025-09-29,2025-10-05,Total,5
Zaporizka,2025-09-29,2025-10-05,Warehouse,1
Autonomous Republic of Crimea,2025-09-22,2025-09-28,"Education facility (school, etc.)",1
Autonomous Republic of Crimea,2025-09-22,2025-09-28,Total,1
Chernihivska,2025-09-22,2025-09-28,Agricultural facilities,1
Chernihivska,2025-09-22,2025-09-28,Government facilities,2
Chernihivska,2025-09-22,2025-09-28,Industrial/Business/Enterprise facilities,2
Chernihivska,2025-09-22,2025-09-28,Telecommunications,1
Chernihivska,2025-09-22,2025-09-28,Total,6
Dnipropetrovska,2025-09-22,2025-09-28,Agricultural facilities,3
Dnipropetrovska,2025-09-22,2025-09-28,"Cultural facilities (museum, theater etc.)",1
Dnipropetrovska,2025-09-22,2025-09-28,Electricity supply system,4
Dnipropetrovska,2025-09-22,2025-09-28,Fuel depot,2
Dnipropetrovska,2025-09-22,2025-09-28,Gas supply system,2
Dnipropetrovska,2025-09-22,2025-09-28,Government facilities,1
Dnipropetrovska,2025-09-22,2025-09-28,Industrial/Business/Enterprise facilities,7
Dnipropetrovska,2025-09-22,2025-09-28,Total,20
Donetska,2025-09-22,2025-09-28,"Cultural facilities (museum, theater etc.)",2
Donetska,2025-09-22,2025-09-28,"Education facility (school, etc.)",8
Donetska,2025-09-22,2025-09-28,Electricity supply system,1
Donetska,2025-09-22,2025-09-28,Fuel depot,3
Donetska,2025-09-22,2025-09-28,Gas supply system,2
Donetska,2025-09-22,2025-09-28,Government facilities,9
Donetska,2025-09-22,2025-09-28,"Health facility (hospital, health clinic)",6
Donetska,2025-09-22,2025-09-28,Heating and water facility,1
Donetska,2025-09-22,2025-09-28,Industrial/Business/Enterprise facilities,12
Donetska,2025-09-22,2025-09-28,Other,1
Donetska,2025-09-22,2025-09-28,Religious facilities,1
Donetska,2025-09-22,2025-09-28,Total,52
Donetska,2025-09-22,2025-09-28,Warehouse,6
Kharkivska,2025-09-22,2025-09-28,Agricultural facilities,1
Kharkivska,2025-09-22,2025-09-28,"Education facility (school, etc.)",1
Kharkivska,2025-09-22,2025-09-28,Electricity supply system,4
Kharkivska,2025-09-22,2025-09-28,Government facilities,1
Kharkivska,2025-09-22,2025-09-28,Industrial/Business/Enterprise facilities,5
Kharkivska,2025-09-22,2025-09-28,Road / Highway,2
Kharkivska,2025-09-22,2025-09-28,Total,14
Khersonska,2025-09-22,2025-09-28,"Education facility (school, etc.)",2
Khersonska,2025-09-22,2025-09-28,Electricity supply system,1
Khersonska,2025-09-22,2025-09-28,Government facilities,1
Khersonska,2025-09-22,2025-09-28,"Health facility (hospital, health clinic)",2
Khersonska,2025-09-22,2025-09-28,Industrial/Business/Enterprise facilities,1
Khersonska,2025-09-22,2025-09-28,Total,8
Khersonska,2025-09-22,2025-09-28,Warehouse,1
Kyiv,2025-09-22,2025-09-28,"Education facility (school, etc.)",1
Kyiv,2025-09-22,2025-09-28,Fuel depot,1
Kyiv,2025-09-22,2025-09-28,Government facilities,1
Kyiv,2025-09-22,2025-09-28,"Health facility (hospital, health clinic)",1
Kyiv,2025-09-22,2025-09-28,Industrial/Business/Enterprise facilities,2
Kyiv,2025-09-22,2025-09-28,Total,6
Kyivska,2025-09-22,2025-09-28,Government facilities,2
Kyivska,2025-09-22,2025-09-28,Industrial/Business/Enterprise facilities,4
Kyivska,2025-09-22,2025-09-28,Telecommunications,1
Kyivska,2025-09-22,2025-09-28,Total,9
Kyivska,2025-09-22,2025-09-28,Warehouse,2
Luhanska,2025-09-22,2025-09-28,Gas supply system,3
Luhanska,2025-09-22,2025-09-28,Total,3
Mykolaivska,2025-09-22,2025-09-28,Electricity supply system,2
Mykolaivska,2025-09-22,2025-09-28,Industrial/Business/Enterprise facilities,1
Mykolaivska,2025-09-22,2025-09-28,Total,3
Odeska,2025-09-22,2025-09-28,"Cultural facilities (museum, theater etc.)",1
Odeska,2025-09-22,2025-09-28,"Education facility (school, etc.)",1
Odeska,2025-09-22,2025-09-28,Electricity supply system,3
Odeska,2025-09-22,2025-09-28,Government facilities,2
Odeska,2025-09-22,2025-09-28,Industrial/Business/Enterprise facilities,13
Odeska,2025-09-22,2025-09-28,Total,21
Odeska,2025-09-22,2025-09-28,Warehouse,1
Poltavska,2025-09-22,2025-09-28,Industrial/Business/Enterprise facilities,1
Poltavska,2025-09-22,2025-09-28,Total,1
Sumska,2025-09-22,2025-09-28,"Cultural facilities (museum, theater etc.)",1
Sumska,2025-09-22,2025-09-28,"Education facility (school, etc.)",3
Sumska,2025-09-22,2025-09-28,Electricity supply system,1
Sumska,2025-09-22,2025-09-28,Government facilities,1
Sumska,2025-09-22,2025-09-28,Industrial/Business/Enterprise facilities,3
Sumska,2025-09-22,2025-09-28,Telecommunications,1
Sumska,2025-09-22,2025-09-28,Total,11
Sumska,2025-09-22,2025-09-28,Warehouse,1
Zaporizka,2025-09-22,2025-09-28,"Cultural facilities (museum, theater etc.)",1
Zaporizka,2025-09-22,2025-09-28,"Education facility (school, etc.)",1
Zaporizka,2025-09-22,2025-09-28,Fuel depot,1
Zaporizka,2025-09-22,2025-09-28,Government facilities,1
Zaporizka,2025-09-22,2025-09-28,Industrial/Business/Enterprise facilities,17
Zaporizka,2025-09-22,2025-09-28,Total,23
Zaporizka,2025-09-22,2025-09-28,Warehouse,1
Zaporizka,2025-09-22,2025-09-28,Water supply system,1
Chernihivska,2025-09-15,2025-09-21,Agricultural facilities,1
Chernihivska,2025-09-15,2025-09-21,Government facilities,1
Chernihivska,2025-09-15,2025-09-21,"Health facility (hospital, health clinic)",1
Chernihivska,2025-09-15,2025-09-21,Industrial/Business/Enterprise facilities,3
Chernihivska,2025-09-15,2025-09-21,Road / Highway,1
Chernihivska,2025-09-15,2025-09-21,Total,8
Chernihivska,2025-09-15,2025-09-21,Warehouse,1
Dnipropetrovska,2025-09-15,2025-09-21,Agricultural facilities,4
Dnipropetrovska,2025-09-15,2025-09-21,"Cultural facilities (museum, theater etc.)",1
Dnipropetrovska,2025-09-15,2025-09-21,"Education facility (school, etc.)",11
Dnipropetrovska,2025-09-15,2025-09-21,Electricity supply system,3
Dnipropetrovska,2025-09-15,2025-09-21,Gas supply system,6
Dnipropetrovska,2025-09-15,2025-09-21,Government facilities,6
Dnipropetrovska,2025-09-15,2025-09-21,"Health facility (hospital, health clinic)",1
Dnipropetrovska,2025-09-15,2025-09-21,Industrial/Business/Enterprise facilities,14
Dnipropetrovska,2025-09-15,2025-09-21,Road / Highway,1
Dnipropetrovska,2025-09-15,2025-09-21,Total,49
Dnipropetrovska,2025-09-15,2025-09-21,Warehouse,1
Dnipropetrovska,2025-09-15,2025-09-21,Water supply system,1
Donetska,2025-09-15,2025-09-21,"Cultural facilities (museum, theater etc.)",2
Donetska,2025-09-15,2025-09-21,"Education facility (school, etc.)",3
Donetska,2025-09-15,2025-09-21,Gas supply system,1
Donetska,2025-09-15,2025-09-21,Government facilities,9
Donetska,2025-09-15,2025-09-21,"Health facility (hospital, health clinic)",4
Donetska,2025-09-15,2025-09-21,Industrial/Business/Enterprise facilities,13
Donetska,2025-09-15,2025-09-21,Religious facilities,1
Donetska,2025-09-15,2025-09-21,Total,33
Kharkivska,2025-09-15,2025-09-21,"Cultural facilities (museum, theater etc.)",1
Kharkivska,2025-09-15,2025-09-21,"Education facility (school, etc.)",2
Kharkivska,2025-09-15,2025-09-21,Electricity supply system,4
Kharkivska,2025-09-15,2025-09-21,Fuel depot,1
Kharkivska,2025-09-15,2025-09-21,Heating and water facility,1
Kharkivska,2025-09-15,2025-09-21,Railway,1
Kharkivska,2025-09-15,2025-09-21,Total,18
Kharkivska,2025-09-15,2025-09-21,Warehouse,8
Khersonska,2025-09-15,2025-09-21,Government facilities,1
Khersonska,2025-09-15,2025-09-21,Industrial/Business/Enterprise facilities,1
Khersonska,2025-09-15,2025-09-21,Total,2
