damage_id,iso3,country,gid_1,oblast,rayon,type_of_infrastructure,if_other_what,date_of_event,source_name,source_date,source_link,additional_sources,extent_of_damage,_internal_filter_date,_weights,access_subindicator,pcode
D18858,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,"Education facility (school, etc.)",,2025-01-01,Hromadske radio,2025-01-01,https://hromadske.radio/news/2025/01/01/rosiia-v-novorichnu-nich-zapustyla-po-ukraini-111-droniv-ie-postrazhdali-v-kyievi,,Partially damaged,2025-01-01,0.7,['7.2'],UA80
D18859,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Industrial/Business/Enterprise facilities,,2025-01-01,Hromadske radio,2025-01-01,https://hromadske.radio/news/2025/01/01/rosiia-v-novorichnu-nich-zapustyla-po-ukraini-111-droniv-ie-postrazhdali-v-kyievi,,Partially damaged,2025-01-01,0.7,['7.2'],UA80
D18860,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Road / Highway,,2025-01-01,Hromadske radio,2025-01-01,https://hromadske.radio/news/2025/01/01/rosiia-v-novorichnu-nich-zapustyla-po-ukraini-111-droniv-ie-postrazhdali-v-kyievi,https://newsukraine.rbc.ua/news/at-least-four-shahed-uavs-attack-buildings-1735735101.html,Partially damaged,2025-01-01,0.7,['9.2'],UA80
D18862,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Gas supply system,,2025-01-01,UNN,2025-01-01,https://unn.ua/en/news/russia-starts-the-new-year-with-an-artillery-strike-on-konstantinovka,,Partially damaged,2025-01-01,0.7,['7.2'],UA14
D18863,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Gas supply system,,2025-01-01,UNN,2025-01-01,https://unn.ua/en/news/russia-starts-the-new-year-with-an-artillery-strike-on-konstantinovka,,Partially damaged,2025-01-01,0.7,['7.2'],UA14
D18864,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2025-01-01,UNN,2025-01-01,https://unn.ua/en/news/russia-starts-the-new-year-with-an-artillery-strike-on-konstantinovka,,Partially damaged,2025-01-01,0.7,['7.2'],UA14
D18865,UKR,Ukraine,['UKR.2_1'],Chernihivska,Novhorod-Siverskyi,Industrial/Business/Enterprise facilities,,2025-01-01,UNN,2025-01-01,https://unn.ua/en/news/russia-starts-the-new-year-with-an-artillery-strike-on-konstantinovka,,Partially damaged,2025-01-01,0.7,['7.2'],UA74
D18866,UKR,Ukraine,['UKR.2_1'],Chernihivska,Novhorod-Siverskyi,Industrial/Business/Enterprise facilities,,2025-01-01,UNN,2025-01-01,https://unn.ua/en/news/russia-starts-the-new-year-with-an-artillery-strike-on-konstantinovka,,Partially damaged,2025-01-01,0.7,['7.2'],UA74
D18867,UKR,Ukraine,['UKR.2_1'],Chernihivska,Novhorod-Siverskyi,Industrial/Business/Enterprise facilities,,2025-01-01,UNN,2025-01-01,https://unn.ua/en/news/russia-starts-the-new-year-with-an-artillery-strike-on-konstantinovka,,Partially damaged,2025-01-01,0.7,['7.2'],UA74
D18868,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,"Cultural facilities (museum, theater etc.)",,2025-01-01,UNN,2025-01-01,https://unn.ua/en/news/russias-attack-on-the-capital-the-historic-building-of-the-national-union-of-writers-was-damaged,,Partially damaged,2025-01-01,0.7,['7.2'],UA80
D18869,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Government facilities,,2025-01-01,DW,2025-01-01,https://www.dw.com/uk/rosia-obstrilala-hersonsinu-zaginuv-colovik-7-poranenih/a-71198544,,Partially damaged,2025-01-01,0.7,['7.2'],UA12
D18870,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Government facilities,,2025-01-01,DW,2025-01-01,https://www.dw.com/uk/rosia-obstrilala-hersonsinu-zaginuv-colovik-7-poranenih/a-71198544,,Partially damaged,2025-01-01,0.7,['7.2'],UA12
D18871,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Government facilities,,2025-01-01,DW,2025-01-01,https://www.dw.com/uk/rosia-obstrilala-hersonsinu-zaginuv-colovik-7-poranenih/a-71198544,,Partially damaged,2025-01-01,0.7,['7.2'],UA12
D18872,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Agricultural facilities,,2025-01-01,DW,2025-01-01,https://www.dw.com/uk/rosia-obstrilala-hersonsinu-zaginuv-colovik-7-poranenih/a-71198544,,Partially damaged,2025-01-01,0.7,['7.2'],UA12
D18873,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-01-01,DW,2025-01-01,https://www.dw.com/uk/rosia-obstrilala-hersonsinu-zaginuv-colovik-7-poranenih/a-71198544,,Partially damaged,2025-01-01,0.7,['7.2'],UA12
D18874,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Gas supply system,,2025-01-01,DW,2025-01-01,https://www.dw.com/uk/rosia-obstrilala-hersonsinu-zaginuv-colovik-7-poranenih/a-71198544,,Partially damaged,2025-01-01,0.7,['7.2'],UA12
D18875,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-01-01,DW,2025-01-01,https://www.dw.com/uk/rosia-obstrilala-hersonsinu-zaginuv-colovik-7-poranenih/a-71198544,,Partially damaged,2025-01-01,0.7,['7.2'],UA12
D18876,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Agricultural facilities,,2025-01-01,DW,2025-01-01,https://www.dw.com/uk/rosia-obstrilala-hersonsinu-zaginuv-colovik-7-poranenih/a-71198544,,Partially damaged,2025-01-01,0.7,['7.2'],UA12
D18877,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Agricultural facilities,,2025-01-01,DW,2025-01-01,https://www.dw.com/uk/rosia-obstrilala-hersonsinu-zaginuv-colovik-7-poranenih/a-71198544,,Partially damaged,2025-01-01,0.7,['7.2'],UA12
D18885,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Industrial/Business/Enterprise facilities,,2025-01-01,Suspilne,2025-01-01,https://suspilne.media/kyiv/915377-e-zagibli-u-persij-den-novogo-roku-rosia-atakuvala-kiiv-bezpilotnikami/,,Partially damaged,2025-01-01,0.7,['7.2'],UA80
D18892,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Railway,,2025-01-01,Suspilne,2025-01-01,https://suspilne.media/kyiv/915377-e-zagibli-u-persij-den-novogo-roku-rosia-atakuvala-kiiv-bezpilotnikami/,,Partially damaged,2025-01-01,0.7,['9.2'],UA80
D18893,UKR,Ukraine,['UKR.9_1'],Khersonska,Beryslavskyi,"Cultural facilities (museum, theater etc.)",,2025-01-02,UNN,2025-01-02,https://unn.ua/en/news/russians-opened-fire-on-a-minibus-in-kherson-in-the-morning-three-people-were-injured,,Partially damaged,2025-01-02,0.7,['7.2'],UA65
D18894,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Government facilities,,2025-01-01,UNN,2025-01-02,https://unn.ua/en/news/russian-attack-on-kyiv-damages-administrative-buildings-of-the-verkhovna-rada-what-is-known-about-the-consequences,,Partially damaged,2025-01-01,0.7,['7.2'],UA80
D18895,UKR,Ukraine,['UKR.8_1'],Kharkivska,Iziumskyi,Government facilities,,2025-01-02,UNN,2025-01-02,https://unn.ua/en/news/occupants-attack-borova-in-kharkiv-region-administrative-building-and-educational-institutions-damaged,,Partially damaged,2025-01-02,0.7,['7.2'],UA63
D18897,UKR,Ukraine,['UKR.8_1'],Kharkivska,Iziumskyi,"Education facility (school, etc.)",,2025-01-02,UNN,2025-01-02,https://unn.ua/en/news/occupants-attack-borova-in-kharkiv-region-administrative-building-and-educational-institutions-damaged,,Partially damaged,2025-01-02,0.7,['7.2'],UA63
D18899,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Government facilities,,2025-01-02,Suspilne,2025-01-02,https://suspilne.media/dnipro/915915-golovni-novini-dnipra-ta-oblasti-2-sicna/,,Partially damaged,2025-01-02,0.7,['7.2'],UA12
D18900,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Electricity supply system,,2025-01-02,Suspilne,2025-01-02,https://suspilne.media/dnipro/915915-golovni-novini-dnipra-ta-oblasti-2-sicna/,,Partially damaged,2025-01-02,0.7,['7.2'],UA12
D18901,UKR,Ukraine,['UKR.8_1'],Kharkivska,Bohodukhivskyi,Electricity supply system,,2025-01-01,Suspilne,2025-01-02,https://suspilne.media/kharkiv/916289-zolocivska-gromada-na-harkivsini-u-persij-den-novogo-roku-zaznala-masovanogo-udaru-kabami/,,Partially damaged,2025-01-01,0.7,['7.2'],UA63
D18902,UKR,Ukraine,['UKR.8_1'],Kharkivska,Bohodukhivskyi,Electricity supply system,,2025-01-01,Suspilne,2025-01-02,https://suspilne.media/kharkiv/916289-zolocivska-gromada-na-harkivsini-u-persij-den-novogo-roku-zaznala-masovanogo-udaru-kabami/,,Partially damaged,2025-01-01,0.7,['7.2'],UA63
D18903,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,"Cultural facilities (museum, theater etc.)",,2025-01-01,Suspilne,2025-01-02,https://suspilne.media/culture/916135-sadiba-spilki-pismennikiv-ta-budinok-radnarkomu-ursr-poskodzeni-vnaslidok-rosijskogo-novoricnogo-obstrilu/,,Partially damaged,2025-01-01,0.7,['7.2'],UA80
D18904,UKR,Ukraine,['UKR.2_1'],Chernihivska,Novhorod-Siverskyi,Government facilities,,2025-01-01,Suspilne,2025-01-02,https://suspilne.media/chernihiv/915943-poskodzeno-komunalnij-zaklad-i-dvi-gospodarci-sporudi-rosiani-atakuvali-prikordonna-cernigivsini/,,Partially damaged,2025-01-01,0.7,['7.2'],UA74
D18905,UKR,Ukraine,['UKR.9_1'],Khersonska,,Gas supply system,,2025-01-01,Suspilne,2025-01-02,https://suspilne.media/kherson/913985-dvoe-zagiblih-i-sestero-poranenih-armia-rf-bila-po-38-naselenih-punktah-hersonsini/,,Partially damaged,2025-01-01,1.0,['7.2'],UA65
D18906,UKR,Ukraine,['UKR.8_1'],Kharkivska,Bohodukhivskyi,Electricity supply system,,2025-01-02,Kharkiv regional military administration,2025-01-03,https://kharkivoda.gov.ua/news/129853,,Partially damaged,2025-01-02,0.7,['7.2'],UA63
D18907,UKR,Ukraine,['UKR.8_1'],Kharkivska,Iziumskyi,"Cultural facilities (museum, theater etc.)",,2025-01-02,Kharkiv regional military administration,2025-01-03,https://kharkivoda.gov.ua/news/129853,,Partially damaged,2025-01-02,0.7,['7.2'],UA63
D18908,UKR,Ukraine,['UKR.9_1'],Khersonska,,Telecommunications,,2025-01-02,UNN,2025-01-03,https://unn.ua/en/news/russian-army-attacked-kherson-with-a-drone-in-the-morning-the-victim-is-in-hospital,,Partially damaged,2025-01-02,1.0,['9.2'],UA65
D18909,UKR,Ukraine,['UKR.9_1'],Khersonska,,Road / Highway,,2025-01-02,UNN,2025-01-03,https://unn.ua/en/news/russian-army-attacked-kherson-with-a-drone-in-the-morning-the-victim-is-in-hospital,,Partially damaged,2025-01-02,1.0,['9.2'],UA65
D18910,UKR,Ukraine,['UKR.12_1'],Kyivska,,Industrial/Business/Enterprise facilities,,2025-01-03,UNN,2025-01-03,https://unn.ua/en/news/the-number-of-victims-of-russian-drone-attacks-in-kyiv-region-has-increased,https://suspilne.media/kyiv/916723-odna-ludina-zaginula-e-poraneni-rosiani-atakuvali-kiivsku-oblast/,Partially damaged,2025-01-03,1.0,['7.2'],UA32
D18911,UKR,Ukraine,['UKR.12_1'],Kyivska,,Industrial/Business/Enterprise facilities,,2025-01-03,UNN,2025-01-03,https://unn.ua/en/news/the-number-of-victims-of-russian-drone-attacks-in-kyiv-region-has-increased,https://suspilne.media/kyiv/916723-odna-ludina-zaginula-e-poraneni-rosiani-atakuvali-kiivsku-oblast/,Partially damaged,2025-01-03,1.0,['7.2'],UA32
D18912,UKR,Ukraine,['UKR.12_1'],Kyivska,,Electricity supply system,,2025-01-03,UNN,2025-01-03,https://unn.ua/en/news/the-number-of-victims-of-russian-drone-attacks-in-kyiv-region-has-increased,https://suspilne.media/kyiv/916723-odna-ludina-zaginula-e-poraneni-rosiani-atakuvali-kiivsku-oblast/,Partially damaged,2025-01-03,1.0,['7.2'],UA32
D18913,UKR,Ukraine,['UKR.12_1'],Kyivska,,Electricity supply system,,2025-01-03,UNN,2025-01-03,https://unn.ua/en/news/the-number-of-victims-of-russian-drone-attacks-in-kyiv-region-has-increased,https://suspilne.media/kyiv/916723-odna-ludina-zaginula-e-poraneni-rosiani-atakuvali-kiivsku-oblast/,Partially damaged,2025-01-03,1.0,['7.2'],UA32
D18914,UKR,Ukraine,['UKR.8_1'],Kharkivska,Bohodukhivskyi,Warehouse,,2025-01-03,UNN,2025-01-03,https://unn.ua/en/news/russian-troops-attacked-bohodukhiv-in-kharkiv-region-in-the-morning-what-is-known,,Partially damaged,2025-01-03,0.7,['7.2'],UA63
D18915,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Electricity supply system,,2025-01-03,Ukrainska pravda,2025-01-03,https://www.pravda.com.ua/eng/news/2025/01/3/7491933/,,Partially damaged,2025-01-03,0.7,['7.2'],UA12
D18916,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Electricity supply system,,2025-01-03,Ukrainska pravda,2025-01-03,https://www.pravda.com.ua/eng/news/2025/01/3/7491933/,,Partially damaged,2025-01-03,0.7,['7.2'],UA12
D18917,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Government facilities,,2025-01-03,Ukrainska pravda,2025-01-03,https://www.pravda.com.ua/eng/news/2025/01/3/7491933/,,Partially damaged,2025-01-03,0.7,['7.2'],UA12
D18918,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-01-03,Ukrainska pravda,2025-01-03,https://www.pravda.com.ua/eng/news/2025/01/3/7491933/,,Partially damaged,2025-01-03,0.7,['7.2'],UA12
D18919,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Gas supply system,,2025-01-03,Suspilne,2025-01-03,https://suspilne.media/dnipro/917433-vijska-rf-atakuvali-sinelnikove-ta-nikopolsinu-e-poraneni-potroseni-budinki-ta-tehnika/,,Partially damaged,2025-01-03,0.7,['7.2'],UA12
D18920,UKR,Ukraine,['UKR.12_1'],Kyivska,Nikopolskyi,Electricity supply system,,2025-01-02,Suspilne,2025-01-03,https://suspilne.media/kyiv/917383-energetiki-vidnovili-elektropostacanna-zitelam-kiivsini-pisla-rosijskih-obstriliv/,,Partially damaged,2025-01-02,0.7,['7.2'],UA32
D18921,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2025-01-03,Suspilne,2025-01-03,https://suspilne.media/donbas/916697-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-3-sicna/,,Partially damaged,2025-01-03,0.7,['7.2'],UA14
D18922,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,"Health facility (hospital, health clinic)",,2025-01-02,Suspilne,2025-01-03,https://suspilne.media/donbas/916697-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-3-sicna/,,Partially damaged,2025-01-02,0.7,['7.2'],UA14
D18923,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Government facilities,,2025-01-02,Suspilne,2025-01-03,https://suspilne.media/donbas/916697-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-3-sicna/,,Partially damaged,2025-01-02,0.7,['7.2'],UA14
D18924,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2025-01-02,Suspilne,2025-01-03,https://suspilne.media/donbas/916697-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-3-sicna/,,Partially damaged,2025-01-02,0.7,['7.2'],UA14
D18925,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,"Education facility (school, etc.)",,2025-01-02,Suspilne,2025-01-03,https://suspilne.media/donbas/916697-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-3-sicna/,,Partially damaged,2025-01-02,0.7,['7.2'],UA14
D18926,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,"Education facility (school, etc.)",,2025-01-02,Suspilne,2025-01-03,https://suspilne.media/donbas/916697-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-3-sicna/,,Partially damaged,2025-01-02,0.7,['7.2'],UA14
D18927,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Government facilities,,2025-01-04,Hromadske radio,2025-01-04,https://hromadske.radio/news/2025/01/04/na-kharkivshchyny-okupanty-znovu-vbyly-tsyvilnoho,,Partially damaged,2025-01-04,0.7,['7.2'],UA12
D18928,UKR,Ukraine,['UKR.9_1'],Khersonska,,Gas supply system,,2025-01-03,Hromadske radio,2025-01-04,https://hromadske.radio/news/2025/01/04/teror-proty-tsyvilnykh-tryvaie-rosiia-obstriliala-40-naselenykh-punktiv-khersonshchyny-8-liudey-poraneni,,Partially damaged,2025-01-03,1.0,['7.2'],UA65
D18929,UKR,Ukraine,['UKR.2_1'],Chernihivska,Koriukivskyi,Agricultural facilities,,2025-01-03,UNN,2025-01-04,https://unn.ua/en/news/large-scale-attacks-of-the-russian-federation-in-chernihiv-region-100-explosions-per-day-and-a-triple-strike-on-the-regional-center,,Partially damaged,2025-01-03,0.7,['7.2'],UA74
D18930,UKR,Ukraine,['UKR.21_1'],Sumska,,Industrial/Business/Enterprise facilities,,2025-01-03,UNN,2025-01-04,https://unn.ua/en/news/russias-massive-strikes-in-sumy-region-five-injured-in-24-hours-18-drones-shot-down-at-night,,Partially damaged,2025-01-03,1.0,['7.2'],UA59
D18931,UKR,Ukraine,['UKR.21_1'],Sumska,,Fuel depot,,2025-01-03,UNN,2025-01-04,https://unn.ua/en/news/russias-massive-strikes-in-sumy-region-five-injured-in-24-hours-18-drones-shot-down-at-night,,Partially damaged,2025-01-03,1.0,['7.2'],UA59
D18932,UKR,Ukraine,['UKR.2_1'],Chernihivska,Novhorod-Siverskyi,Government facilities,,2025-01-04,Ukrainska pravda,2025-01-04,https://www.pravda.com.ua/eng/news/2025/01/4/7492063/,,Partially damaged,2025-01-04,0.7,['7.2'],UA74
D18933,UKR,Ukraine,['UKR.2_1'],Chernihivska,Novhorod-Siverskyi,"Health facility (hospital, health clinic)",,2025-01-04,Ukrainska pravda,2025-01-04,https://www.pravda.com.ua/eng/news/2025/01/4/7492063/,,Partially damaged,2025-01-04,0.7,['7.2'],UA74
D18934,UKR,Ukraine,['UKR.2_1'],Chernihivska,Novhorod-Siverskyi,Industrial/Business/Enterprise facilities,,2025-01-04,Ukrainska pravda,2025-01-04,https://www.pravda.com.ua/eng/news/2025/01/4/7492063/,,Partially damaged,2025-01-04,0.7,['7.2'],UA74
D18935,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Gas supply system,,2025-01-04,Suspilne,2025-01-04,https://suspilne.media/dnipro/917591-golovni-novini-dnipra-ta-oblasti-4-sicna/,,Partially damaged,2025-01-04,0.7,['7.2'],UA12
D18936,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Government facilities,,2025-01-04,Suspilne,2025-01-04,https://suspilne.media/dnipro/917591-golovni-novini-dnipra-ta-oblasti-4-sicna/,,Partially damaged,2025-01-04,0.7,['7.2'],UA12
D18937,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-01-04,Suspilne,2025-01-04,https://suspilne.media/dnipro/917591-golovni-novini-dnipra-ta-oblasti-4-sicna/,,Partially damaged,2025-01-04,0.7,['7.2'],UA12
D18938,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Education facility (school, etc.)",,2025-01-03,Suspilne,2025-01-04,https://suspilne.media/kherson/917815-v-oselah-poskodzeni-usi-vikna-ta-balkoni-aki-naslidki-masovanogo-obstrilu-korabelnogo-rajonu-hersona/,,Partially damaged,2025-01-03,0.7,['7.2'],UA65
D18939,UKR,Ukraine,['UKR.2_1'],Chernihivska,Koriukivskyi,Industrial/Business/Enterprise facilities,,2025-01-03,Suspilne,2025-01-04,https://suspilne.media/chernihiv/916801-poskodzeni-9-privatnih-budinkiv-promislovi-sporudi-ta-vantazivki-naslidki-ataki-sahedami-i-kabami-na-cernigivsini/,,Partially damaged,2025-01-03,0.7,['7.2'],UA74
D18940,UKR,Ukraine,['UKR.2_1'],Chernihivska,Koriukivskyi,Industrial/Business/Enterprise facilities,,2025-01-03,Suspilne,2025-01-04,https://suspilne.media/chernihiv/916801-poskodzeni-9-privatnih-budinkiv-promislovi-sporudi-ta-vantazivki-naslidki-ataki-sahedami-i-kabami-na-cernigivsini/,,Partially damaged,2025-01-03,0.7,['7.2'],UA74
D18941,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Education facility (school, etc.)",,2025-01-04,Suspilne,2025-01-04,https://suspilne.media/kherson/917589-rosijski-droni-nad-hersonom-evakuacia-rodin-z-ditmi-1046-den-vijni-situacia-v-hersonskij-oblasti/,,Partially damaged,2025-01-04,0.7,['7.2'],UA65
D18942,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2025-01-03,Suspilne,2025-01-04,https://suspilne.media/donbas/917545-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-4-sicna/,,Partially damaged,2025-01-03,0.7,['7.2'],UA14
D18943,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Gas supply system,,2025-01-03,Suspilne,2025-01-04,https://suspilne.media/donbas/917545-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-4-sicna/,,Partially damaged,2025-01-03,0.7,['7.2'],UA14
D18944,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2025-01-03,Suspilne,2025-01-04,https://suspilne.media/donbas/917545-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-4-sicna/,,Partially damaged,2025-01-03,0.7,['7.2'],UA14
D18945,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2025-01-03,Suspilne,2025-01-04,https://suspilne.media/donbas/917545-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-4-sicna/,,Partially damaged,2025-01-03,0.7,['7.2'],UA14
D18947,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Gas supply system,,2025-01-03,Suspilne,2025-01-04,https://suspilne.media/donbas/917545-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-4-sicna/,,Partially damaged,2025-01-03,0.7,['7.2'],UA14
D18948,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,Agricultural facilities,,2025-01-03,Suspilne,2025-01-04,https://suspilne.media/donbas/917545-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-4-sicna/,,Partially damaged,2025-01-03,0.7,['7.2'],UA14
D18949,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kharkivskyi,Industrial/Business/Enterprise facilities,,2025-01-05,Ukrainska pravda,2025-01-05,https://www.pravda.com.ua/eng/news/2025/01/5/7492130/,,Partially damaged,2025-01-05,0.7,['7.2'],UA63
D18950,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,Industrial/Business/Enterprise facilities,,2025-01-05,Ukrainska pravda,2025-01-05,https://www.pravda.com.ua/eng/news/2025/01/5/7492115/,,Partially damaged,2025-01-05,0.7,['7.2'],UA14
D18951,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,Government facilities,,2025-01-05,Ukrainska pravda,2025-01-05,https://www.pravda.com.ua/eng/news/2025/01/5/7492115/,,Partially damaged,2025-01-05,0.7,['7.2'],UA14
D18952,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Electricity supply system,,2025-01-05,Ukrainska pravda,2025-01-05,https://www.pravda.com.ua/eng/news/2025/01/5/7492090/,,Partially damaged,2025-01-05,0.7,['7.2'],UA23
D18953,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Gas supply system,,2025-01-04,Suspilne,2025-01-05,https://suspilne.media/kherson/918155-na-hersonsini-ratuvalniki-zagasili-pat-pozez-dvi-spricineni-rosijskimi-obstrilami/,,Partially damaged,2025-01-04,0.7,['7.2'],UA65
D18955,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-01-05,Suspilne,2025-01-05,https://suspilne.media/dnipro/918051-nic-bez-obstriliv-zniseno-cotiri-bezpilotniki-armii-rf-golovni-novini-dnipra-ta-oblasti-5-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA12
D18956,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-01-05,Suspilne,2025-01-05,https://suspilne.media/dnipro/918051-nic-bez-obstriliv-zniseno-cotiri-bezpilotniki-armii-rf-golovni-novini-dnipra-ta-oblasti-5-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA12
D18957,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-01-05,Suspilne,2025-01-05,https://suspilne.media/dnipro/918051-nic-bez-obstriliv-zniseno-cotiri-bezpilotniki-armii-rf-golovni-novini-dnipra-ta-oblasti-5-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA12
D18958,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-01-05,Suspilne,2025-01-05,https://suspilne.media/dnipro/918051-nic-bez-obstriliv-zniseno-cotiri-bezpilotniki-armii-rf-golovni-novini-dnipra-ta-oblasti-5-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA12
D18959,UKR,Ukraine,['UKR.21_1'],Sumska,Shostkynskyi,Electricity supply system,,2025-01-04,Suspilne,2025-01-05,https://suspilne.media/sumy/913897-rosijski-obstrili-mist-ta-sil-poskodzenna-ta-rujnuvanna-golovni-novini-sumsini-onlajn/,,Partially damaged,2025-01-04,0.7,['7.2'],UA59
D18960,UKR,Ukraine,['UKR.21_1'],Sumska,Shostkynskyi,Electricity supply system,,2025-01-04,Suspilne,2025-01-05,https://suspilne.media/sumy/913897-rosijski-obstrili-mist-ta-sil-poskodzenna-ta-rujnuvanna-golovni-novini-sumsini-onlajn/,,Partially damaged,2025-01-04,0.7,['7.2'],UA59
D18961,UKR,Ukraine,['UKR.21_1'],Sumska,Shostkynskyi,Government facilities,,2025-01-04,Suspilne,2025-01-05,https://suspilne.media/sumy/913897-rosijski-obstrili-mist-ta-sil-poskodzenna-ta-rujnuvanna-golovni-novini-sumsini-onlajn/,,Partially damaged,2025-01-04,0.7,['7.2'],UA59
D18962,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Religious facilities,,2025-01-05,Suspilne,2025-01-05,https://suspilne.media/donbas/917991-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-5-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA14
D18963,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2025-01-05,Suspilne,2025-01-05,https://suspilne.media/donbas/917991-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-5-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA14
