damage_id,iso3,country,gid_1,oblast,rayon,type_of_infrastructure,if_other_what,date_of_event,source_name,source_date,source_link,additional_sources,extent_of_damage,_internal_filter_date,_weights,access_subindicator,pcode
D19705,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Gas supply system,,2025-02-10,UNN,2025-02-10,https://unn.ua/en/news/russian-army-shells-nikopol-two-women-injured-and-hospitalized,,Partially damaged,2025-02-10,0.7,['7.2'],UA12
D19706,UKR,Ukraine,['UKR.8_1'],Kharkivska,Chuhuivskyi,Agricultural facilities,,2025-02-10,RBC,2025-02-10,https://www.rbc.ua/rus/news/pid-obstrilami-ta-zagrozoyu-novih-udariv-1739178098.html,https://suspilne.media/kharkiv/944889-ratuvalniki-pat-godin-gasili-pozezu-pisla-obstrilu-u-prikordonnij-gromadi-na-harkivsini-pid-zagrozou-povtornih-udariv/,Partially damaged,2025-02-10,0.7,['7.2'],UA63
D19707,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Government facilities,,2025-02-08,Ukrainska pravda,2025-02-10,https://www.pravda.com.ua/eng/news/2025/02/10/7497592/,,Partially damaged,2025-02-08,0.7,['7.2'],UA12
D19708,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,"Health facility (hospital, health clinic)",,2025-02-09,Ukrainska pravda,2025-02-10,https://www.pravda.com.ua/eng/news/2025/02/10/7497494/,,Partially damaged,2025-02-09,0.7,['7.2'],UA14
D19709,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,"Education facility (school, etc.)",,2025-02-09,Ukrainska pravda,2025-02-10,https://www.pravda.com.ua/eng/news/2025/02/10/7497494/,,Partially damaged,2025-02-09,0.7,['7.2'],UA14
D19710,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2025-02-09,Ukrainska pravda,2025-02-10,https://www.pravda.com.ua/eng/news/2025/02/10/7497494/,,Partially damaged,2025-02-09,0.7,['7.2'],UA14
D19711,UKR,Ukraine,['UKR.21_1'],Sumska,Okhtyrskyi,"Health facility (hospital, health clinic)",,2025-02-10,Suspilne,2025-02-10,https://suspilne.media/sumy/945531-armia-rf-obstrilala-velikopisarivsku-gromadu-e-poskodzenna/,,Partially damaged,2025-02-10,0.7,['7.2'],UA59
D19712,UKR,Ukraine,['UKR.21_1'],Sumska,Okhtyrskyi,Industrial/Business/Enterprise facilities,,2025-02-10,Suspilne,2025-02-10,https://suspilne.media/sumy/945531-armia-rf-obstrilala-velikopisarivsku-gromadu-e-poskodzenna/,,Partially damaged,2025-02-10,0.7,['7.2'],UA59
D19713,UKR,Ukraine,['UKR.21_1'],Sumska,Okhtyrskyi,Industrial/Business/Enterprise facilities,,2025-02-10,Suspilne,2025-02-10,https://suspilne.media/sumy/945531-armia-rf-obstrilala-velikopisarivsku-gromadu-e-poskodzenna/,,Partially damaged,2025-02-10,0.7,['7.2'],UA59
D19714,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-02-10,Suspilne,2025-02-10,https://suspilne.media/dnipro/945427-artilerieu-dronami-ta-kabami-vijska-rf-atakuvali-dva-rajoni-dnipropetrovsini/,,Partially damaged,2025-02-10,0.7,['7.2'],UA12
D19715,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Electricity supply system,,2025-02-10,Suspilne,2025-02-10,https://suspilne.media/dnipro/945427-artilerieu-dronami-ta-kabami-vijska-rf-atakuvali-dva-rajoni-dnipropetrovsini/,,Partially damaged,2025-02-10,0.7,['7.2'],UA12
D19716,UKR,Ukraine,['UKR.12_1'],Kyivska,Fastivskyi,"Education facility (school, etc.)",,2025-02-10,Suspilne,2025-02-10,https://suspilne.media/kyiv/944911-poskodzeni-privatni-budinki-ta-osvitnij-zaklad-naslidki-dronovoi-ataki-na-kiivsinu-10-lutogo/,,Partially damaged,2025-02-10,0.7,['7.2'],UA32
D19717,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Education facility (school, etc.)",,2025-02-10,Suspilne,2025-02-10,https://suspilne.media/kherson/944637-dronova-ataka-hersona-likvidacia-28-vijskovih-rf-na-pivdni-1083-den-vijni-situacia-v-hersonskij-oblasti/,,Partially damaged,2025-02-10,0.7,['7.2'],UA65
D19718,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Gas supply system,,2025-02-09,Suspilne,2025-02-10,https://suspilne.media/donbas/944645-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-10-lutogo/,,Partially damaged,2025-02-09,0.7,['7.2'],UA14
D19719,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Gas supply system,,2025-02-09,Suspilne,2025-02-10,https://suspilne.media/donbas/944645-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-10-lutogo/,,Partially damaged,2025-02-09,0.7,['7.2'],UA14
D19720,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2025-02-09,Suspilne,2025-02-10,https://suspilne.media/donbas/944645-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-10-lutogo/,,Partially damaged,2025-02-09,0.7,['7.2'],UA14
D19721,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kupianskyi,Road / Highway,,2025-02-09,Kharkiv regional military administration,2025-02-10,https://kharkivoda.gov.ua/news/130272,,Partially damaged,2025-02-09,0.7,['9.2'],UA63
D19722,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kupianskyi,"Cultural facilities (museum, theater etc.)",,2025-02-10,Kharkiv regional military administration,2025-02-11,https://kharkivoda.gov.ua/news/130292,,Partially damaged,2025-02-10,0.7,['7.2'],UA63
D19723,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kharkivskyi,Gas supply system,,2025-02-10,Kharkiv regional military administration,2025-02-11,https://kharkivoda.gov.ua/news/130292,,Partially damaged,2025-02-10,0.7,['7.2'],UA63
D19724,UKR,Ukraine,['UKR.12_1'],Kyivska,Boryspilskyi,"Education facility (school, etc.)",,2025-02-11,Hromadske radio,2025-02-11,https://hromadske.radio/news/2025/02/11/nichna-ataka-rosiian-na-kyivshchyni-poshkodzheni-dytsadok-i-dvi-shkilni-budivli,,Partially damaged,2025-02-11,0.7,['7.2'],UA32
D19725,UKR,Ukraine,['UKR.12_1'],Kyivska,Boryspilskyi,"Education facility (school, etc.)",,2025-02-11,Hromadske radio,2025-02-11,https://hromadske.radio/news/2025/02/11/nichna-ataka-rosiian-na-kyivshchyni-poshkodzheni-dytsadok-i-dvi-shkilni-budivli,,Partially damaged,2025-02-11,0.7,['7.2'],UA32
D19726,UKR,Ukraine,['UKR.12_1'],Kyivska,Boryspilskyi,Other,playground,2025-02-11,Hromadske radio,2025-02-11,https://hromadske.radio/news/2025/02/11/nichna-ataka-rosiian-na-kyivshchyni-poshkodzheni-dytsadok-i-dvi-shkilni-budivli,,Partially damaged,2025-02-11,0.7,['7.2'],UA32
D19727,UKR,Ukraine,['UKR.18_1'],Poltavska,Myrhorodskyi,Gas supply system,,2025-02-11,UNN,2025-02-11,https://unn.ua/en/news/rocket-attack-on-poltava-region-9-settlements-left-without-gas,,Partially damaged,2025-02-11,0.7,['7.2'],UA53
D19728,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Gas supply system,,2025-02-11,UNN,2025-02-11,https://unn.ua/en/news/russian-military-drops-three-bombs-on-private-sector-of-kostyantynivka-three-wounded,https://suspilne.media/donbas/945961-tri-fab-skinuli-vijska-rf-na-kostantinivku-11-lutogo-e-poraneni/,Partially damaged,2025-02-11,0.7,['7.2'],UA14
D19729,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2025-02-11,UNN,2025-02-11,https://unn.ua/en/news/russian-military-drops-three-bombs-on-private-sector-of-kostyantynivka-three-wounded,https://suspilne.media/donbas/945961-tri-fab-skinuli-vijska-rf-na-kostantinivku-11-lutogo-e-poraneni/,Partially damaged,2025-02-11,0.7,['7.2'],UA14
D19730,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,Industrial/Business/Enterprise facilities,,2025-02-10,UNN,2025-02-11,https://unn.ua/en/news/russian-military-drops-three-bombs-on-private-sector-of-kostyantynivka-three-wounded,,Partially damaged,2025-02-10,0.7,['7.2'],UA14
D19731,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,Electricity supply system,,2025-02-10,UNN,2025-02-11,https://unn.ua/en/news/russian-military-drops-three-bombs-on-private-sector-of-kostyantynivka-three-wounded,,Partially damaged,2025-02-10,0.7,['7.2'],UA14
D19732,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kharkivskyi,Warehouse,,2025-02-11,UNN,2025-02-11,https://unn.ua/en/news/russians-conducted-an-air-strike-in-kharkiv-region-in-the-morning-a-child-and-three-other-people-were-injured,,Partially damaged,2025-02-11,0.7,['7.2'],UA63
D19733,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Kryvorizkyi,Industrial/Business/Enterprise facilities,,2025-02-11,UNN,2025-02-11,https://unn.ua/en/news/rocket-attack-on-kryvyi-rih-residential-buildings-and-an-educational-institution-are-damaged,,Partially damaged,2025-02-11,0.7,['7.2'],UA12
D19734,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Kryvorizkyi,"Education facility (school, etc.)",,2025-02-11,UNN,2025-02-11,https://unn.ua/en/news/rocket-attack-on-kryvyi-rih-residential-buildings-and-an-educational-institution-are-damaged,,Partially damaged,2025-02-11,0.7,['7.2'],UA12
D19735,UKR,Ukraine,['UKR.21_1'],Sumska,Sumskyi,Agricultural facilities,,2025-02-11,UNN,2025-02-11,https://unn.ua/en/news/two-people-killed-in-sumy-region-as-a-result-of-air-strike-on-krasnopilska-community,,Partially damaged,2025-02-11,0.7,['7.2'],UA59
D19736,UKR,Ukraine,['UKR.9_1'],Khersonska,,Gas supply system,,2025-02-10,Radio Svoboda,2025-02-11,https://www.radiosvoboda.org/a/news-pryfrontovi-oblasti-postrazhdali-za-dobu/33310622.html,,Partially damaged,2025-02-10,1.0,['7.2'],UA65
D19737,UKR,Ukraine,['UKR.18_1'],Poltavska,,Gas supply system,,2025-02-11,RBC,2025-02-11,https://www.rbc.ua/rus/news/rf-vdarila-ob-ektu-gazovidobutku-dtek-poltavskiy-1739291363.html,,Partially damaged,2025-02-11,1.0,['7.2'],UA53
D19738,UKR,Ukraine,['UKR.13_1'],Kirovohradska,Kropyvnytskyi,Electricity supply system,,2025-02-11,RBC,2025-02-11,https://www.rbc.ua/rus/news/kirovogradskiy-oblasti-pid-chas-ataki-droniv-1739268192.html,,Partially damaged,2025-02-11,0.7,['7.2'],UA35
D19742,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-02-11,Suspilne,2025-02-11,https://suspilne.media/dnipro/945589-golovni-novini-dnipra-ta-oblasti-11-lutogo/,,Partially damaged,2025-02-11,0.7,['7.2'],UA12
D19743,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,"Health facility (hospital, health clinic)",,2025-02-11,Suspilne,2025-02-11,https://suspilne.media/dnipro/945589-golovni-novini-dnipra-ta-oblasti-11-lutogo/,,Partially damaged,2025-02-11,0.7,['7.2'],UA12
D19744,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-02-11,Suspilne,2025-02-11,https://suspilne.media/dnipro/945589-golovni-novini-dnipra-ta-oblasti-11-lutogo/,,Partially damaged,2025-02-11,0.7,['7.2'],UA12
D19745,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Fuel depot,,2025-02-11,Suspilne,2025-02-11,https://suspilne.media/dnipro/945589-golovni-novini-dnipra-ta-oblasti-11-lutogo/,,Partially damaged,2025-02-11,0.7,['7.2'],UA12
D19746,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Agricultural facilities,,2025-02-11,Suspilne,2025-02-11,https://suspilne.media/dnipro/945589-golovni-novini-dnipra-ta-oblasti-11-lutogo/,,Partially damaged,2025-02-11,0.7,['7.2'],UA12
D19747,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Electricity supply system,,2025-02-11,Suspilne,2025-02-11,https://suspilne.media/dnipro/945589-golovni-novini-dnipra-ta-oblasti-11-lutogo/,,Partially damaged,2025-02-11,0.7,['7.2'],UA12
D19748,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Gas supply system,,2025-02-11,Suspilne,2025-02-11,https://suspilne.media/dnipro/945589-golovni-novini-dnipra-ta-oblasti-11-lutogo/,,Partially damaged,2025-02-11,0.7,['7.2'],UA12
D19749,UKR,Ukraine,['UKR.21_1'],Sumska,Sumskyi,"Education facility (school, etc.)",,2025-02-11,Suspilne,2025-02-11,https://suspilne.media/sumy/946419-za-den-vijskovi-rf-zavdali-po-sumsini-130-udariv/,,Partially damaged,2025-02-11,0.7,['7.2'],UA59
D19750,UKR,Ukraine,['UKR.21_1'],Sumska,Sumskyi,Industrial/Business/Enterprise facilities,,2025-02-11,Suspilne,2025-02-11,https://suspilne.media/sumy/946241-dvi-ludini-zaginuli-u-krasnopilskij-gromadi-na-sumsini-vnaslidok-udaru-armii-rf/,,Partially damaged,2025-02-11,0.7,['7.2'],UA59
D19751,UKR,Ukraine,['UKR.2_1'],Chernihivska,Chernihivskyi,Electricity supply system,,2025-02-11,Suspilne,2025-02-11,https://suspilne.media/chernihiv/946095-poskodzeni-pat-domogospodarstv-naslidki-ataki-rosijskogo-bezpilotnika-po-selu-u-cernigivskomu-rajoni/,,Partially damaged,2025-02-11,0.7,['7.2'],UA74
D19752,UKR,Ukraine,['UKR.9_1'],Khersonska,Kakhovskyi,"Cultural facilities (museum, theater etc.)",,2025-02-10,Suspilne,2025-02-11,https://suspilne.media/kherson/945883-u-novij-kahovci-na-tot-hersonsini-vnaslidok-obstriliv-poskodzeni-pamatki-arhitekturi/,,Partially damaged,2025-02-10,0.7,['7.2'],UA65
D19753,UKR,Ukraine,['UKR.9_1'],Khersonska,Kakhovskyi,"Cultural facilities (museum, theater etc.)",,2025-02-10,Suspilne,2025-02-11,https://suspilne.media/kherson/945883-u-novij-kahovci-na-tot-hersonsini-vnaslidok-obstriliv-poskodzeni-pamatki-arhitekturi/,,Partially damaged,2025-02-10,0.7,['7.2'],UA65
D19754,UKR,Ukraine,['UKR.9_1'],Khersonska,Kakhovskyi,Industrial/Business/Enterprise facilities,,2025-02-10,Suspilne,2025-02-11,https://suspilne.media/kherson/945883-u-novij-kahovci-na-tot-hersonsini-vnaslidok-obstriliv-poskodzeni-pamatki-arhitekturi/,,Partially damaged,2025-02-10,0.7,['7.2'],UA65
D19755,UKR,Ukraine,['UKR.9_1'],Khersonska,Kakhovskyi,Other,local park,2025-02-10,Suspilne,2025-02-11,https://suspilne.media/kherson/945883-u-novij-kahovci-na-tot-hersonsini-vnaslidok-obstriliv-poskodzeni-pamatki-arhitekturi/,,Partially damaged,2025-02-10,0.7,['7.2'],UA65
D19756,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2025-02-11,UNN,2025-02-11,https://unn.ua/en/news/russian-military-drops-three-bombs-on-private-sector-of-kostyantynivka-three-wounded,https://suspilne.media/donbas/945961-tri-fab-skinuli-vijska-rf-na-kostantinivku-11-lutogo-e-poraneni/,Partially damaged,2025-02-11,0.7,['7.2'],UA14
D19757,UKR,Ukraine,['UKR.8_1'],Kharkivska,Bohodukhivskyi,Agricultural facilities,,2025-02-11,Suspilne,2025-02-11,https://suspilne.media/kharkiv/945869-rosia-zavdala-udariv-kabami-po-zolocevu-na-harkivsini-sered-postrazdalih-e-ditina/,https://kharkivoda.gov.ua/news/130310,Partially damaged,2025-02-11,0.7,['7.2'],UA63
D19758,UKR,Ukraine,['UKR.2_1'],Chernihivska,Nizhynskyi,Agricultural facilities,,2025-02-10,Suspilne,2025-02-11,https://suspilne.media/chernihiv/945669-rosijski-vijska-vdarili-udarnimi-bpla-tipu-geran-2-po-cernigivsini-aki-naslidki/,,Partially damaged,2025-02-10,0.7,['7.2'],UA74
D19759,UKR,Ukraine,['UKR.16_1'],Mykolaivska,Voznesenskyi,"Education facility (school, etc.)",,2025-02-11,Suspilne,2025-02-11,https://suspilne.media/mykolaiv/945515-poskodzeno-navcalnij-zaklad-rosijski-vijska-atakuvali-mikolaivsinu-sahedami-ta-fpv/,,Partially damaged,2025-02-11,0.7,['7.2'],UA48
D19760,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Kryvorizkyi,Industrial/Business/Enterprise facilities,,2025-02-11,1kr.ua,2025-02-11,https://1kr.ua/ua/news-99338.html,,Partially damaged,2025-02-11,0.7,['7.2'],UA12
D19761,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kupianskyi,"Cultural facilities (museum, theater etc.)",,2025-02-11,Kharkiv regional military administration,2025-02-12,https://kharkivoda.gov.ua/news/130310,,Partially damaged,2025-02-11,0.7,['7.2'],UA63
D19762,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Industrial/Business/Enterprise facilities,,2025-02-12,Hromadske radio,2025-02-12,https://hromadske.radio/news/2025/02/12/rf-atakuvala-balistychnymy-raketamy-kyiv-ie-zahyblyy-ta-postrazhdali,,Partially damaged,2025-02-12,0.7,['7.2'],UA80
D19763,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Industrial/Business/Enterprise facilities,,2025-02-12,Hromadske radio,2025-02-12,https://hromadske.radio/news/2025/02/12/rf-atakuvala-balistychnymy-raketamy-kyiv-ie-zahyblyy-ta-postrazhdali,,Partially damaged,2025-02-12,0.7,['7.2'],UA80
D19764,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Warehouse,,2025-02-12,Hromadske radio,2025-02-12,https://hromadske.radio/news/2025/02/12/rf-atakuvala-balistychnymy-raketamy-kyiv-ie-zahyblyy-ta-postrazhdali,,Partially damaged,2025-02-12,0.7,['7.2'],UA80
D19765,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Telecommunications,,2025-02-12,Hromadske radio,2025-02-12,https://hromadske.radio/news/2025/02/12/cherez-rosiysku-raketnu-ataku-po-kyievu-postrazhdaly-kanaly-ukrainskoho-inomovlennia,,Partially damaged,2025-02-12,0.7,['9.2'],UA80
D19766,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Industrial/Business/Enterprise facilities,,2025-02-12,UNN,2025-02-12,https://unn.ua/en/news/ballistic-missile-strike-in-kyiv-there-is-shrapnel-and-fires-one-person-is-reported-dead,,Partially damaged,2025-02-12,0.7,['7.2'],UA80
D19767,UKR,Ukraine,['UKR.12_1'],Kyivska,,Warehouse,,2025-02-12,RBC,2025-02-12,https://newsukraine.rbc.ua/news/russia-strikes-kyiv-region-with-drones-and-1739342668.html,https://suspilne.media/kyiv/947007-pid-cas-nicnoi-ataki-rf-na-kiivsinu-zniseno-sklad-gumanitarnogo-kormu/,Partially damaged,2025-02-12,1.0,['7.2'],UA32
D19768,UKR,Ukraine,['UKR.16_1'],Mykolaivska,Mykolaivskyi,Warehouse,,2025-02-12,RBC,2025-02-12,https://www.rbc.ua/rus/news/mikolayivskiy-oblasti-spalahnula-pozhezha-1739342158.html,,Partially damaged,2025-02-12,0.7,['7.2'],UA48
D19769,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Kryvorizkyi,Industrial/Business/Enterprise facilities,,2025-02-11,RBC,2025-02-12,https://newsukraine.rbc.ua/news/russia-strikes-gas-stations-houses-and-infrastructure-1739347730.html,,Partially damaged,2025-02-11,0.7,['7.2'],UA12
D19770,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Kryvorizkyi,Government facilities,,2025-02-11,RBC,2025-02-12,https://newsukraine.rbc.ua/news/russia-strikes-gas-stations-houses-and-infrastructure-1739347730.html,,Partially damaged,2025-02-11,0.7,['7.2'],UA12
D19771,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Kryvorizkyi,Fuel depot,,2025-02-11,RBC,2025-02-12,https://newsukraine.rbc.ua/news/russia-strikes-gas-stations-houses-and-infrastructure-1739347730.html,,Partially damaged,2025-02-11,0.7,['7.2'],UA12
D19772,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Heating and water facility,,2025-02-12,RBC,2025-02-12,https://www.rbc.ua/rus/news/kievi-cherez-raketniy-udar-prizupineno-gazopostachannya-1739368462.html,,Partially damaged,2025-02-12,0.7,['7.2'],UA80
D19773,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Heating and water facility,,2025-02-12,RBC,2025-02-12,https://www.rbc.ua/rus/news/kievi-cherez-raketniy-udar-prizupineno-gazopostachannya-1739368462.html,,Partially damaged,2025-02-12,0.7,['7.2'],UA80
D19774,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Heating and water facility,,2025-02-12,RBC,2025-02-12,https://www.rbc.ua/rus/news/kievi-cherez-raketniy-udar-prizupineno-gazopostachannya-1739368462.html,,Destroyed,2025-02-12,0.7,['7.2'],UA80
D19775,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Industrial/Business/Enterprise facilities,,2025-02-12,BBC,2025-02-12,https://www.bbc.com/ukrainian/articles/cp8kdz8llzlo,,Destroyed,2025-02-12,0.7,['7.2'],UA80
D19776,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Gas supply system,,2025-02-12,Ukrainska pravda,2025-02-12,https://www.pravda.com.ua/eng/news/2025/02/12/7497917/,,Partially damaged,2025-02-12,0.7,['7.2'],UA80
D19777,UKR,Ukraine,['UKR.21_1'],Sumska,Konotopskyi,Agricultural facilities,,2025-02-12,Ukrainska pravda,2025-02-12,https://www.pravda.com.ua/eng/news/2025/02/12/7497841/,,Partially damaged,2025-02-12,0.7,['7.2'],UA59
D19778,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-02-12,Suspilne,2025-02-12,https://suspilne.media/dnipro/946485-naslidki-raketnogo-udaru-po-krivomu-rogu-obstrili-nikopolsini-zbiti-bpla-golovni-novini-dnipra-ta-oblasti-12-lutogo/,,Partially damaged,2025-02-12,0.7,['7.2'],UA12
D19779,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Fuel depot,,2025-02-12,Suspilne,2025-02-12,https://suspilne.media/dnipro/946485-naslidki-raketnogo-udaru-po-krivomu-rogu-obstrili-nikopolsini-zbiti-bpla-golovni-novini-dnipra-ta-oblasti-12-lutogo/,,Partially damaged,2025-02-12,0.7,['7.2'],UA12
D19780,UKR,Ukraine,['UKR.11_1'],Kyiv,Kyiv,Telecommunications,,2025-02-12,Suspilne,2025-02-12,https://suspilne.media/crimea/947151-pracuvati-bilse-nemozlivo-telekanal-atr-zaznav-rujnuvan-cerez-rosijskij-obstril/,,Partially damaged,2025-02-12,0.7,['9.2'],UA80
D19781,UKR,Ukraine,['UKR.9_1'],Khersonska,,Agricultural facilities,,2025-02-11,Suspilne,2025-02-12,https://suspilne.media/kherson/946493-bili-po-kriticnij-infrastrukturi-armia-rf-obstrilala-35-naselenih-punktiv-hersonsini/,,Partially damaged,2025-02-11,1.0,['7.2'],UA65
D19782,UKR,Ukraine,['UKR.9_1'],Khersonska,,Industrial/Business/Enterprise facilities,,2025-02-11,Suspilne,2025-02-12,https://suspilne.media/kherson/946493-bili-po-kriticnij-infrastrukturi-armia-rf-obstrilala-35-naselenih-punktiv-hersonsini/,,Partially damaged,2025-02-11,1.0,['7.2'],UA65
D19783,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Education facility (school, etc.)",,2025-02-12,Suspilne,2025-02-12,https://suspilne.media/kherson/946477-vtrati-vijsk-rf-na-pivdni-ataka-dronom-komunalnikiv-u-bilozerci-1085-den-vijni-situacia-v-hersonskij-oblasti/,,Partially damaged,2025-02-12,0.7,['7.2'],UA65
D19784,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Road / Highway,,2025-02-12,Suspilne,2025-02-12,https://suspilne.media/donbas/946425-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-12-lutogo/,,Partially damaged,2025-02-12,0.7,['9.2'],UA14
D19785,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,"Education facility (school, etc.)",,2025-02-12,Suspilne,2025-02-12,https://suspilne.media/donbas/946425-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-12-lutogo/,,Partially damaged,2025-02-12,0.7,['7.2'],UA14
D19786,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2025-02-12,Suspilne,2025-02-12,https://suspilne.media/donbas/946425-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-12-lutogo/,,Partially damaged,2025-02-12,0.7,['7.2'],UA14
D19787,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2025-02-12,Suspilne,2025-02-12,https://suspilne.media/donbas/946425-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-12-lutogo/,,Partially damaged,2025-02-12,0.7,['7.2'],UA14
D19788,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2025-02-11,Suspilne,2025-02-12,https://suspilne.media/donbas/946425-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-12-lutogo/,,Partially damaged,2025-02-11,0.7,['7.2'],UA14
